,Precinct,County,Registered Voters,Dorsey Cooper_Election Day Votes,Dorsey Cooper_Advanced Voting Votes,Dorsey Cooper_Absentee by Mail Votes,Dorsey Cooper_Provisional Votes,Dorsey Cooper_Choice Total,Kendall Richards_Election Day Votes,Kendall Richards_Advanced Voting Votes,Kendall Richards_Absentee by Mail Votes,Kendall Richards_Provisional Votes,Kendall Richards_Choice Total,D.R. Smith_Election Day Votes,D.R. Smith_Advanced Voting Votes,D.R. Smith_Absentee by Mail Votes,D.R. Smith_Provisional Votes,D.R. Smith_Choice Total,Total,calc_participation
0,Crawfordville,Taliaferro,992.0,22.0,52.0,24.0,0.0,98.0,18.0,50.0,30.0,0.0,98.0,10.0,25.0,17.0,0.0,52.0,248.0,25.0
