,Precinct,County,Registered Voters,Ann W. Kendrick (I) (Rep)_Election Day Votes,Ann W. Kendrick (I) (Rep)_Advanced Voting Votes,Ann W. Kendrick (I) (Rep)_Absentee by Mail Votes,Ann W. Kendrick (I) (Rep)_Provisional Votes,Ann W. Kendrick (I) (Rep)_Choice Total,Total,Danny Waits (Rep)_Election Day Votes,Danny Waits (Rep)_Advanced Voting Votes,Danny Waits (Rep)_Absentee by Mail Votes,Danny Waits (Rep)_Provisional Votes,Danny Waits (Rep)_Choice Total,Audrey Gibbons (Dem)_Election Day Votes,Audrey Gibbons (Dem)_Advanced Voting Votes,Audrey Gibbons (Dem)_Absentee by Mail Votes,Audrey Gibbons (Dem)_Provisional Votes,Audrey Gibbons (Dem)_Choice Total,B. J._Election Day Votes,B. J._Advanced Voting Votes,B. J._Absentee by Mail Votes,B. J._Provisional Votes,B. J._Choice Total,Douglas Jackson_Election Day Votes,Douglas Jackson_Advanced Voting Votes,Douglas Jackson_Absentee by Mail Votes,Douglas Jackson_Provisional Votes,Douglas Jackson_Choice Total,Samantha R. Moses_Election Day Votes,Samantha R. Moses_Advanced Voting Votes,Samantha R. Moses_Absentee by Mail Votes,Samantha R. Moses_Provisional Votes,Samantha R. Moses_Choice Total,Patsy Scott (I)_Election Day Votes,Patsy Scott (I)_Advanced Voting Votes,Patsy Scott (I)_Absentee by Mail Votes,Patsy Scott (I)_Provisional Votes,Patsy Scott (I)_Choice Total,Edith Ann Green_Election Day Votes,Edith Ann Green_Advanced Voting Votes,Edith Ann Green_Absentee by Mail Votes,Edith Ann Green_Provisional Votes,Edith Ann Green_Choice Total,Carolyn C. Hamilton_Election Day Votes,Carolyn C. Hamilton_Advanced Voting Votes,Carolyn C. Hamilton_Absentee by Mail Votes,Carolyn C. Hamilton_Provisional Votes,Carolyn C. Hamilton_Choice Total,Debra Burnam (I) (Dem)_Election Day Votes,Debra Burnam (I) (Dem)_Advanced Voting Votes,Debra Burnam (I) (Dem)_Absentee by Mail Votes,Debra Burnam (I) (Dem)_Provisional Votes,Debra Burnam (I) (Dem)_Choice Total,"Deatrice """"Dee"""" Haney (Dem)_Election Day Votes","Deatrice """"Dee"""" Haney (Dem)_Advanced Voting Votes","Deatrice """"Dee"""" Haney (Dem)_Absentee by Mail Votes","Deatrice """"Dee"""" Haney (Dem)_Provisional Votes","Deatrice """"Dee"""" Haney (Dem)_Choice Total",Gayle Infinger (Rep)_Election Day Votes,Gayle Infinger (Rep)_Advanced Voting Votes,Gayle Infinger (Rep)_Absentee by Mail Votes,Gayle Infinger (Rep)_Provisional Votes,Gayle Infinger (Rep)_Choice Total,Lynn Stevens (I) (Rep)_Election Day Votes,Lynn Stevens (I) (Rep)_Advanced Voting Votes,Lynn Stevens (I) (Rep)_Absentee by Mail Votes,Lynn Stevens (I) (Rep)_Provisional Votes,Lynn Stevens (I) (Rep)_Choice Total,Mildred Biggs (Dem)_Election Day Votes,Mildred Biggs (Dem)_Advanced Voting Votes,Mildred Biggs (Dem)_Absentee by Mail Votes,Mildred Biggs (Dem)_Provisional Votes,Mildred Biggs (Dem)_Choice Total,Justin Wilson (Rep)_Election Day Votes,Justin Wilson (Rep)_Advanced Voting Votes,Justin Wilson (Rep)_Absentee by Mail Votes,Justin Wilson (Rep)_Provisional Votes,Justin Wilson (Rep)_Choice Total,Tenjurie Thomas (Dem)_Election Day Votes,Tenjurie Thomas (Dem)_Advanced Voting Votes,Tenjurie Thomas (Dem)_Absentee by Mail Votes,Tenjurie Thomas (Dem)_Provisional Votes,Tenjurie Thomas (Dem)_Choice Total,Glenn T. Easterwood (Rep)_Election Day Votes,Glenn T. Easterwood (Rep)_Advanced Voting Votes,Glenn T. Easterwood (Rep)_Absentee by Mail Votes,Glenn T. Easterwood (Rep)_Provisional Votes,Glenn T. Easterwood (Rep)_Choice Total,Rita Fasina-Thomas (I) (Dem)_Election Day Votes,Rita Fasina-Thomas (I) (Dem)_Advanced Voting Votes,Rita Fasina-Thomas (I) (Dem)_Absentee by Mail Votes,Rita Fasina-Thomas (I) (Dem)_Provisional Votes,Rita Fasina-Thomas (I) (Dem)_Choice Total,Cody Cleveland (Rep)_Election Day Votes,Cody Cleveland (Rep)_Advanced Voting Votes,Cody Cleveland (Rep)_Absentee by Mail Votes,Cody Cleveland (Rep)_Provisional Votes,Cody Cleveland (Rep)_Choice Total,James C. Bush (I) (Dem)_Election Day Votes,James C. Bush (I) (Dem)_Advanced Voting Votes,James C. Bush (I) (Dem)_Absentee by Mail Votes,James C. Bush (I) (Dem)_Provisional Votes,James C. Bush (I) (Dem)_Choice Total,Lynn Gilpin (I) (Rep)_Election Day Votes,Lynn Gilpin (I) (Rep)_Advanced Voting Votes,Lynn Gilpin (I) (Rep)_Absentee by Mail Votes,Lynn Gilpin (I) (Rep)_Provisional Votes,Lynn Gilpin (I) (Rep)_Choice Total,Dennis Dowell (I) (Rep)_Election Day Votes,Dennis Dowell (I) (Rep)_Advanced Voting Votes,Dennis Dowell (I) (Rep)_Absentee by Mail Votes,Dennis Dowell (I) (Rep)_Provisional Votes,Dennis Dowell (I) (Rep)_Choice Total,Lindsey Adams (Rep)_Election Day Votes,Lindsey Adams (Rep)_Advanced Voting Votes,Lindsey Adams (Rep)_Absentee by Mail Votes,Lindsey Adams (Rep)_Provisional Votes,Lindsey Adams (Rep)_Choice Total,Anna V. Sullivan (I) (Rep)_Election Day Votes,Anna V. Sullivan (I) (Rep)_Advanced Voting Votes,Anna V. Sullivan (I) (Rep)_Absentee by Mail Votes,Anna V. Sullivan (I) (Rep)_Provisional Votes,Anna V. Sullivan (I) (Rep)_Choice Total,Wes Summers (Rep)_Election Day Votes,Wes Summers (Rep)_Advanced Voting Votes,Wes Summers (Rep)_Absentee by Mail Votes,Wes Summers (Rep)_Provisional Votes,Wes Summers (Rep)_Choice Total,Landon Meeks (I) (Rep)_Election Day Votes,Landon Meeks (I) (Rep)_Advanced Voting Votes,Landon Meeks (I) (Rep)_Absentee by Mail Votes,Landon Meeks (I) (Rep)_Provisional Votes,Landon Meeks (I) (Rep)_Choice Total,Christopher A. Clark (I) (Dem)_Election Day Votes,Christopher A. Clark (I) (Dem)_Advanced Voting Votes,Christopher A. Clark (I) (Dem)_Absentee by Mail Votes,Christopher A. Clark (I) (Dem)_Provisional Votes,Christopher A. Clark (I) (Dem)_Choice Total,David Banks (I) (Rep)_Election Day Votes,David Banks (I) (Rep)_Advanced Voting Votes,David Banks (I) (Rep)_Absentee by Mail Votes,David Banks (I) (Rep)_Provisional Votes,David Banks (I) (Rep)_Choice Total,Julia Hurtado (Dem)_Election Day Votes,Julia Hurtado (Dem)_Advanced Voting Votes,Julia Hurtado (Dem)_Absentee by Mail Votes,Julia Hurtado (Dem)_Provisional Votes,Julia Hurtado (Dem)_Choice Total,Phyllis White Hunter (I) (Rep)_Election Day Votes,Phyllis White Hunter (I) (Rep)_Advanced Voting Votes,Phyllis White Hunter (I) (Rep)_Absentee by Mail Votes,Phyllis White Hunter (I) (Rep)_Provisional Votes,Phyllis White Hunter (I) (Rep)_Choice Total,Kristy W. Gober (I) (Rep)_Election Day Votes,Kristy W. Gober (I) (Rep)_Advanced Voting Votes,Kristy W. Gober (I) (Rep)_Absentee by Mail Votes,Kristy W. Gober (I) (Rep)_Provisional Votes,Kristy W. Gober (I) (Rep)_Choice Total,calc_participation
101,Pearson County,Atkinson,1802.0,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,112.0,7.0,0.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
102,Axson,Atkinson,742.0,,,,,,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,247.0,28.0,1.0,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,63.9
62,02 Bethlehem Church - 211,Barrow,6784.0,,,,,,2950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0,1826.0,567.0,0.0,2950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5
64,04 Covenant Life Sanctuary,Barrow,4012.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
63,03 Hmong New Hope Alliance Church,Barrow,6364.0,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.0,505.0,1.0,2855.0,2855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Folsom,Bartow,1448.0,,,,,,924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,378.0,128.0,0.0,924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8
99,Kingston,Bartow,2674.0,,,,,,1664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0,718.0,258.0,0.0,1664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2
97,Adairsville,Bartow,6995.0,,,,,,4195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.0,2655.0,642.0,1.0,4195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
68,Quitman,Brooks,4117.0,,,,,,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,84.0,16.0,0.0,133.0,74.0,240.0,218.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
70,Nankin,Brooks,735.0,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,54.0,7.0,0.0,75.0,3.0,7.0,11.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
69,Dixie,Brooks,1066.0,,,,,,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,112.0,15.0,0.0,191.0,27.0,68.0,80.0,1.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4
24,Coldwater,Chattooga,248.0,,,,,,149.0,,,,,,,,,,,28.0,92.0,29.0,0.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1
25,Dirtseller,Chattooga,186.0,,,,,,122.0,,,,,,,,,,,49.0,64.0,9.0,0.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6
26,Haywood,Chattooga,169.0,,,,,,103.0,,,,,,,,,,,75.0,22.0,5.0,1.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9
32,Seminole,Chattooga,138.0,,,,,,102.0,,,,,,,,,,,36.0,46.0,20.0,0.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9
28,Trion,Chattooga,3496.0,,,,,,1557.0,,,,,,,,,,,398.0,931.0,228.0,0.0,1557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5
29,Summerville,Chattooga,5155.0,,,,,,3021.0,,,,,,,,,,,629.0,1860.0,531.0,1.0,3021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6
33,Subligna,Chattooga,489.0,,,,,,351.0,,,,,,,,,,,168.0,127.0,55.0,1.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8
