,Precinct,County,Registered Voters,Authur James Nance (I) (Dem)_Election Day Votes,Authur James Nance (I) (Dem)_Advanced Voting Votes,Authur James Nance (I) (Dem)_Absentee by Mail Votes,Authur James Nance (I) (Dem)_Provisional Votes,Authur James Nance (I) (Dem)_Choice Total,Total,calc_participation
0,Cordele,Crisp,8897.0,380.0,778.0,435.0,0.0,1593.0,1593.0,17.9
