,Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,calc_participation
1385,Second Mt Moriah Baptist Church,Columbia,1027.0,164.0,369.0,88.0,1.0,622.0,23.0,81.0,22.0,0.0,126.0,748.0,72.8
1390,G A Apostolic Church,Columbia,1701.0,261.0,490.0,214.0,1.0,966.0,52.0,100.0,38.0,0.0,190.0,1156.0,68.0
1389,Grovetown Methodist Church,Columbia,2736.0,341.0,622.0,285.0,4.0,1252.0,95.0,172.0,64.0,3.0,334.0,1586.0,58.0
1421,Col Cty Main Library,Columbia,2106.0,209.0,815.0,269.0,0.0,1293.0,40.0,138.0,38.0,1.0,217.0,1510.0,71.7
1400,Grace Baptist Church,Columbia,3558.0,458.0,1349.0,432.0,0.0,2239.0,80.0,268.0,64.0,0.0,412.0,2651.0,74.5
1415,Martinez Baptist,Columbia,1962.0,388.0,451.0,212.0,0.0,1051.0,74.0,95.0,37.0,0.0,206.0,1257.0,64.1
1401,Christ Sanctified,Columbia,2521.0,371.0,858.0,290.0,1.0,1520.0,73.0,155.0,50.0,0.0,278.0,1798.0,71.3
1411,Genesis Church,Columbia,1830.0,265.0,606.0,295.0,1.0,1167.0,52.0,104.0,55.0,0.0,211.0,1378.0,75.3
1412,Stevens Creek Church,Columbia,2760.0,397.0,1061.0,454.0,0.0,1912.0,68.0,152.0,70.0,0.0,290.0,2202.0,79.8
1413,Mtz Col Fire Hdqtr,Columbia,1291.0,246.0,284.0,133.0,1.0,664.0,60.0,64.0,26.0,0.0,150.0,814.0,63.1
1402,Blanchard Park,Columbia,2026.0,287.0,566.0,253.0,2.0,1108.0,57.0,132.0,47.0,0.0,236.0,1344.0,66.3
1424,Christ The King Luth Church,Columbia,2148.0,195.0,850.0,396.0,1.0,1442.0,48.0,131.0,51.0,0.0,230.0,1672.0,77.8
1423,Blue Ridge Elementary,Columbia,2301.0,340.0,739.0,271.0,1.0,1351.0,59.0,130.0,44.0,0.0,233.0,1584.0,68.8
1422,Christ Church Presbyterian,Columbia,2081.0,310.0,809.0,257.0,2.0,1378.0,40.0,141.0,33.0,0.0,214.0,1592.0,76.5
1420,Wesley Methodist,Columbia,2434.0,363.0,913.0,320.0,3.0,1599.0,40.0,163.0,25.0,0.0,228.0,1827.0,75.1
1419,Journey Comm Church,Columbia,1268.0,165.0,516.0,194.0,1.0,876.0,25.0,88.0,24.0,1.0,138.0,1014.0,80.0
1418,West Acres Baptist,Columbia,2424.0,321.0,837.0,328.0,1.0,1487.0,66.0,163.0,47.0,0.0,276.0,1763.0,72.7
1417,Church of Our Savior,Columbia,2310.0,381.0,599.0,346.0,3.0,1329.0,77.0,114.0,58.0,0.0,249.0,1578.0,68.3
1416,Gold Cross EMS,Columbia,1889.0,257.0,509.0,375.0,3.0,1144.0,47.0,111.0,46.0,1.0,205.0,1349.0,71.4
1399,Riverview Church,Columbia,1320.0,171.0,523.0,185.0,0.0,879.0,37.0,90.0,38.0,0.0,165.0,1044.0,79.1
1398,Parkway Baptist Church,Columbia,4596.0,619.0,1835.0,513.0,2.0,2969.0,113.0,354.0,83.0,0.0,550.0,3519.0,76.6
1414,Lakeside Middle,Columbia,1923.0,307.0,611.0,196.0,1.0,1115.0,55.0,109.0,34.0,0.0,198.0,1313.0,68.3
1403,Belair Baptist Church,Columbia,2440.0,394.0,767.0,305.0,0.0,1466.0,76.0,146.0,64.0,2.0,288.0,1754.0,71.9
1405,Westside Baptist Church,Columbia,1516.0,313.0,428.0,266.0,0.0,1007.0,37.0,91.0,44.0,0.0,172.0,1179.0,77.8
1410,Gospel Water Branch,Columbia,2096.0,292.0,769.0,320.0,3.0,1384.0,51.0,135.0,45.0,0.0,231.0,1615.0,77.1
1406,Trinity Baptist Church,Columbia,2836.0,459.0,831.0,380.0,2.0,1672.0,98.0,164.0,43.0,0.0,305.0,1977.0,69.7
1407,Abilene Baptist,Columbia,2046.0,335.0,548.0,271.0,0.0,1154.0,66.0,132.0,58.0,0.0,256.0,1410.0,68.9
1404,Marvin Methodist,Columbia,1937.0,379.0,463.0,276.0,0.0,1118.0,66.0,101.0,36.0,0.0,203.0,1321.0,68.2
1408,Augusta Christian,Columbia,2179.0,370.0,619.0,311.0,1.0,1301.0,66.0,127.0,60.0,0.0,253.0,1554.0,71.3
1409,Savannah Rapids Pavilion,Columbia,1549.0,143.0,637.0,377.0,0.0,1157.0,20.0,84.0,51.0,0.0,155.0,1312.0,84.7
1694,Lenox,Cook,1275.0,236.0,319.0,82.0,0.0,637.0,67.0,115.0,11.0,0.0,193.0,830.0,65.1
1691,Cecil,Cook,1899.0,185.0,530.0,121.0,0.0,836.0,48.0,167.0,42.0,0.0,257.0,1093.0,57.6
1692,Delle Beamguard,Cook,2446.0,221.0,835.0,209.0,0.0,1265.0,60.0,222.0,42.0,0.0,324.0,1589.0,65.0
1693,Elm Pine,Cook,531.0,57.0,79.0,56.0,0.0,192.0,25.0,26.0,13.0,0.0,64.0,256.0,48.2
1696,New Life Baptist Church,Cook,1233.0,205.0,403.0,53.0,0.0,661.0,42.0,114.0,26.0,0.0,182.0,843.0,68.4
1697,Riverbend,Cook,1280.0,115.0,475.0,106.0,0.0,696.0,25.0,136.0,27.0,0.0,188.0,884.0,69.1
1698,Sparks,Cook,1049.0,142.0,194.0,81.0,0.0,417.0,39.0,49.0,22.0,0.0,110.0,527.0,50.2
1695,Massee,Cook,919.0,86.0,357.0,44.0,0.0,487.0,25.0,92.0,14.0,0.0,131.0,618.0,67.2
2206,Sharpsburg,Coweta,4526.0,780.0,1441.0,566.0,0.0,2787.0,191.0,308.0,85.0,1.0,585.0,3372.0,74.5
2205,Newnan,Coweta,3478.0,462.0,586.0,532.0,0.0,1580.0,142.0,160.0,117.0,0.0,419.0,1999.0,57.5
2201,Senoia,Coweta,5838.0,911.0,1808.0,958.0,1.0,3678.0,229.0,365.0,166.0,0.0,760.0,4438.0,76.0
2207,Fischer Road,Coweta,4328.0,665.0,1398.0,712.0,1.0,2776.0,146.0,270.0,108.0,1.0,525.0,3301.0,76.3
2203,Pine Road,Coweta,2095.0,496.0,485.0,272.0,0.0,1253.0,85.0,97.0,56.0,0.0,238.0,1491.0,71.2
2208,Cedar Creek,Coweta,5330.0,911.0,1640.0,960.0,0.0,3511.0,199.0,317.0,134.0,0.0,650.0,4161.0,78.1
2209,Grantville,Coweta,2572.0,653.0,401.0,287.0,1.0,1342.0,204.0,86.0,45.0,0.0,335.0,1677.0,65.2
2202,Moreland,Coweta,2758.0,789.0,537.0,404.0,1.0,1731.0,202.0,119.0,60.0,0.0,381.0,2112.0,76.6
2226,Coweta Central Library,Coweta,1723.0,273.0,571.0,226.0,0.0,1070.0,57.0,156.0,32.0,0.0,245.0,1315.0,76.3
2225,Thomas Crossroads,Coweta,4962.0,774.0,1643.0,661.0,0.0,3078.0,203.0,338.0,98.0,0.0,639.0,3717.0,74.9
2213,Raymond,Coweta,2492.0,578.0,640.0,339.0,0.0,1557.0,115.0,123.0,53.0,0.0,291.0,1848.0,74.2
2223,Westside,Coweta,838.0,173.0,99.0,101.0,0.0,373.0,64.0,21.0,29.0,0.0,114.0,487.0,58.1
2222,Cannongate,Coweta,3653.0,781.0,1075.0,562.0,0.0,2418.0,130.0,202.0,67.0,0.0,399.0,2817.0,77.1
2221,Madras,Coweta,4462.0,730.0,1300.0,753.0,3.0,2786.0,164.0,294.0,147.0,1.0,606.0,3392.0,76.0
2220,White Oak,Coweta,4636.0,721.0,1414.0,653.0,1.0,2789.0,181.0,295.0,110.0,0.0,586.0,3375.0,72.8
2219,Expo Center,Coweta,1974.0,498.0,402.0,342.0,0.0,1242.0,101.0,77.0,53.0,0.0,231.0,1473.0,74.6
2212,Panther Creek,Coweta,3028.0,823.0,495.0,382.0,0.0,1700.0,170.0,124.0,67.0,0.0,361.0,2061.0,68.1
2217,Newnan Centre,Coweta,20465.0,2571.0,5956.0,3426.0,1.0,11954.0,534.0,1286.0,501.0,0.0,2321.0,14275.0,69.8
2216,Central,Coweta,4395.0,512.0,751.0,493.0,3.0,1759.0,182.0,202.0,122.0,2.0,508.0,2267.0,51.6
2210,Haralson,Coweta,2339.0,665.0,459.0,254.0,0.0,1378.0,186.0,102.0,65.0,0.0,353.0,1731.0,74.0
2211,Welcome,Coweta,3212.0,948.0,483.0,419.0,0.0,1850.0,230.0,110.0,80.0,0.0,420.0,2270.0,70.7
2215,Smokey Road,Coweta,2559.0,487.0,435.0,341.0,1.0,1264.0,132.0,145.0,87.0,0.0,364.0,1628.0,63.6
2214,Turin,Coweta,4477.0,916.0,1280.0,589.0,0.0,2785.0,243.0,330.0,101.0,0.0,674.0,3459.0,77.3
2224,Northside,Coweta,2285.0,574.0,401.0,403.0,0.0,1378.0,136.0,97.0,62.0,1.0,296.0,1674.0,73.3
2218,Greentop,Coweta,2846.0,544.0,575.0,511.0,0.0,1630.0,100.0,125.0,84.0,1.0,310.0,1940.0,68.2
2204,Dresden,Coweta,839.0,306.0,110.0,96.0,0.0,512.0,76.0,22.0,14.0,0.0,112.0,624.0,74.4
2173,District 1B,Crawford,1025.0,60.0,292.0,105.0,1.0,458.0,30.0,129.0,33.0,0.0,192.0,650.0,63.4
2172,District 1A,Crawford,516.0,81.0,110.0,50.0,0.0,241.0,23.0,39.0,13.0,0.0,75.0,316.0,61.2
2174,District 2,Crawford,1659.0,127.0,528.0,191.0,1.0,847.0,49.0,159.0,69.0,0.0,277.0,1124.0,67.8
2175,District 3,Crawford,1738.0,167.0,597.0,117.0,0.0,881.0,52.0,186.0,49.0,0.0,287.0,1168.0,67.2
2176,District 4,Crawford,1805.0,293.0,521.0,162.0,0.0,976.0,81.0,142.0,36.0,0.0,259.0,1235.0,68.4
2177,District 5,Crawford,1769.0,310.0,507.0,154.0,0.0,971.0,70.0,125.0,29.0,0.0,224.0,1195.0,67.6
1468,Arabi,Crisp,785.0,137.0,229.0,55.0,0.0,421.0,46.0,59.0,8.0,0.0,113.0,534.0,68.0
1469,Coney,Crisp,859.0,106.0,363.0,99.0,0.0,568.0,26.0,74.0,17.0,0.0,117.0,685.0,79.7
1471,Jamestown,Crisp,1196.0,179.0,432.0,143.0,1.0,755.0,36.0,88.0,24.0,0.0,148.0,903.0,75.5
1470,Cordele,Crisp,8897.0,550.0,2246.0,818.0,2.0,3616.0,193.0,700.0,262.0,1.0,1156.0,4772.0,53.6
1472,Listonia,Crisp,817.0,161.0,240.0,75.0,0.0,476.0,29.0,54.0,14.0,0.0,97.0,573.0,70.1
1652,Davis,Dade,2012.0,323.0,514.0,84.0,1.0,922.0,93.0,155.0,20.0,0.0,268.0,1190.0,59.1
1651,New Salem,Dade,1255.0,248.0,326.0,132.0,0.0,706.0,57.0,84.0,22.0,0.0,163.0,869.0,69.2
1650,South Dade,Dade,969.0,154.0,256.0,69.0,0.0,479.0,40.0,73.0,11.0,0.0,124.0,603.0,62.2
1654,West Brow,Dade,1237.0,280.0,295.0,112.0,0.0,687.0,36.0,43.0,20.0,0.0,99.0,786.0,63.5
1655,Trenton,Dade,3573.0,284.0,939.0,187.0,1.0,1411.0,53.0,258.0,37.0,0.0,348.0,1759.0,49.2
1656,North Dade,Dade,1903.0,254.0,527.0,136.0,1.0,918.0,60.0,136.0,33.0,0.0,229.0,1147.0,60.3
1653,New Home,Dade,711.0,160.0,118.0,54.0,0.0,332.0,50.0,30.0,5.0,1.0,86.0,418.0,58.8
1338,West,Dawson,2723.0,359.0,956.0,502.0,0.0,1817.0,62.0,138.0,40.0,0.0,240.0,2057.0,75.5
1340,East,Dawson,8915.0,912.0,3365.0,1142.0,1.0,5420.0,191.0,671.0,141.0,0.0,1003.0,6423.0,72.0
1339,Central,Dawson,9891.0,815.0,3762.0,883.0,1.0,5461.0,179.0,941.0,157.0,0.0,1277.0,6738.0,68.1
2389,Skyland,DeKalb,2100.0,187.0,741.0,416.0,5.0,1349.0,50.0,118.0,54.0,1.0,223.0,1572.0,74.9
2390,Snapfinger Elem,DeKalb,1894.0,127.0,511.0,431.0,1.0,1070.0,45.0,105.0,67.0,0.0,217.0,1287.0,68.0
2391,Smoke Rise,DeKalb,2108.0,177.0,717.0,565.0,1.0,1460.0,40.0,116.0,75.0,0.0,231.0,1691.0,80.2
2388,Silver Lake,DeKalb,4979.0,279.0,1736.0,1044.0,5.0,3064.0,55.0,307.0,110.0,0.0,472.0,3536.0,71.0
2387,Stone Mountain Elem,DeKalb,2338.0,142.0,465.0,645.0,2.0,1254.0,31.0,117.0,88.0,0.0,236.0,1490.0,63.7
2326,Lavista,DeKalb,3223.0,229.0,909.0,678.0,5.0,1821.0,47.0,108.0,64.0,4.0,223.0,2044.0,63.4
2386,Shaw-Robert Shaw Elem,DeKalb,2892.0,204.0,757.0,505.0,3.0,1469.0,69.0,138.0,86.0,0.0,293.0,1762.0,60.9
2325,Lavista Road,DeKalb,2223.0,169.0,600.0,708.0,4.0,1481.0,23.0,81.0,55.0,0.0,159.0,1640.0,73.8
2324,Lakeside High,DeKalb,3216.0,261.0,1155.0,858.0,2.0,2276.0,44.0,142.0,54.0,0.0,240.0,2516.0,78.2
2323,Kittredge Elem,DeKalb,2161.0,159.0,813.0,540.0,4.0,1516.0,33.0,162.0,58.0,0.0,253.0,1769.0,81.9
2322,Knollwood,DeKalb,2546.0,220.0,577.0,373.0,6.0,1176.0,58.0,109.0,97.0,5.0,269.0,1445.0,56.8
2392,Stone Mtn Middle,DeKalb,3247.0,213.0,504.0,274.0,9.0,1000.0,93.0,128.0,74.0,8.0,303.0,1303.0,40.1
2385,Scott,DeKalb,2805.0,130.0,813.0,886.0,1.0,1830.0,22.0,94.0,80.0,0.0,196.0,2026.0,72.2
2416,Woodrow Road,DeKalb,3493.0,191.0,894.0,388.0,11.0,1484.0,65.0,217.0,105.0,1.0,388.0,1872.0,53.6
2328,Lin-Mary Lin Elem,DeKalb,3009.0,155.0,1066.0,919.0,7.0,2147.0,22.0,102.0,76.0,1.0,201.0,2348.0,78.0
2375,Rockbridge Elem,DeKalb,3595.0,250.0,786.0,436.0,12.0,1484.0,72.0,179.0,80.0,6.0,337.0,1821.0,50.7
2376,Rock Chapel Elem,DeKalb,2910.0,172.0,911.0,438.0,6.0,1527.0,49.0,214.0,71.0,1.0,335.0,1862.0,64.0
2377,Rowland Elem,DeKalb,3765.0,240.0,731.0,495.0,6.0,1472.0,58.0,213.0,97.0,3.0,371.0,1843.0,49.0
2378,Redan-Trotti Library,DeKalb,3990.0,204.0,1025.0,624.0,17.0,1870.0,69.0,247.0,110.0,2.0,428.0,2298.0,57.6
2379,Rockbridge Road,DeKalb,3965.0,250.0,1275.0,863.0,7.0,2395.0,68.0,232.0,112.0,1.0,413.0,2808.0,70.8
2308,Hambrick Elem,DeKalb,3776.0,285.0,980.0,574.0,7.0,1846.0,65.0,196.0,108.0,4.0,373.0,2219.0,58.8
2309,Hawthorne Elem,DeKalb,3884.0,304.0,1208.0,743.0,5.0,2260.0,63.0,201.0,54.0,2.0,320.0,2580.0,66.4
2305,Gresham Road,DeKalb,3601.0,181.0,1010.0,649.0,12.0,1852.0,48.0,189.0,125.0,5.0,367.0,2219.0,61.6
2327,Lithonia,DeKalb,1730.0,173.0,303.0,164.0,3.0,643.0,72.0,100.0,58.0,0.0,230.0,873.0,50.5
2380,Rowland Road,DeKalb,2080.0,153.0,480.0,371.0,5.0,1009.0,44.0,123.0,58.0,3.0,228.0,1237.0,59.5
2382,Rock Chapel Road,DeKalb,4178.0,200.0,1347.0,701.0,15.0,2263.0,67.0,318.0,134.0,4.0,523.0,2786.0,66.7
2383,Redan Middle,DeKalb,2496.0,128.0,712.0,462.0,2.0,1304.0,31.0,173.0,66.0,3.0,273.0,1577.0,63.2
2384,Sagamore Hills Elem,DeKalb,2925.0,235.0,959.0,958.0,0.0,2152.0,51.0,131.0,91.0,0.0,273.0,2425.0,82.9
2321,Kelley Chapel Road,DeKalb,1337.0,94.0,373.0,271.0,0.0,738.0,35.0,90.0,52.0,1.0,178.0,916.0,68.5
2332,McNair High,DeKalb,4160.0,230.0,1283.0,857.0,1.0,2371.0,65.0,174.0,129.0,4.0,372.0,2743.0,65.9
2331,Miller-Eldridge L Miller Elem,DeKalb,3455.0,243.0,783.0,600.0,5.0,1631.0,70.0,186.0,123.0,2.0,381.0,2012.0,58.2
2330,Livsey Elem,DeKalb,1350.0,100.0,509.0,340.0,0.0,949.0,22.0,75.0,35.0,0.0,132.0,1081.0,80.1
2329,Lithonia High,DeKalb,3610.0,276.0,817.0,439.0,9.0,1541.0,80.0,268.0,99.0,4.0,451.0,1992.0,55.2
2381,Redan Road,DeKalb,2932.0,184.0,724.0,435.0,6.0,1349.0,49.0,187.0,91.0,4.0,331.0,1680.0,57.3
2320,Kingsley Elem,DeKalb,2490.0,221.0,873.0,683.0,5.0,1782.0,52.0,125.0,68.0,4.0,249.0,2031.0,81.6
2315,Idlewood Elem,DeKalb,2472.0,216.0,672.0,396.0,8.0,1292.0,42.0,135.0,57.0,0.0,234.0,1526.0,61.7
2318,Jolly Elem,DeKalb,3679.0,242.0,854.0,606.0,10.0,1712.0,69.0,151.0,84.0,3.0,307.0,2019.0,54.9
2239,Ashford Dunwoody Rd,DeKalb,2966.0,224.0,1191.0,669.0,4.0,2088.0,39.0,195.0,75.0,2.0,311.0,2399.0,80.9
2404,South Hairston,DeKalb,3814.0,282.0,875.0,543.0,9.0,1709.0,84.0,219.0,98.0,6.0,407.0,2116.0,55.5
2405,Stephenson High,DeKalb,3555.0,212.0,1005.0,697.0,4.0,1918.0,54.0,216.0,110.0,3.0,383.0,2301.0,64.7
2406,Stonecrest Library,DeKalb,3720.0,173.0,1237.0,462.0,9.0,1881.0,47.0,300.0,82.0,5.0,434.0,2315.0,62.2
2407,Snapfinger Road,DeKalb,4872.0,163.0,1817.0,917.0,10.0,2907.0,54.0,399.0,155.0,1.0,609.0,3516.0,72.2
2408,Terry Mill,DeKalb,2808.0,184.0,854.0,515.0,2.0,1555.0,49.0,132.0,89.0,3.0,273.0,1828.0,65.1
2409,Toney Elem,DeKalb,1729.0,111.0,378.0,286.0,3.0,778.0,53.0,86.0,63.0,3.0,205.0,983.0,56.9
2410,Tucker Library,DeKalb,3506.0,181.0,1332.0,814.0,4.0,2331.0,44.0,214.0,92.0,1.0,351.0,2682.0,76.5
2411,Tilly Mill Road,DeKalb,1552.0,146.0,598.0,346.0,0.0,1090.0,32.0,93.0,39.0,1.0,165.0,1255.0,80.9
2238,Austin Drive,DeKalb,2536.0,154.0,504.0,378.0,9.0,1045.0,55.0,137.0,83.0,4.0,279.0,1324.0,52.2
2412,Tucker,DeKalb,2932.0,146.0,982.0,648.0,6.0,1782.0,18.0,181.0,69.0,2.0,270.0,2052.0,70.0
2414,Wadsworth,DeKalb,3159.0,204.0,703.0,525.0,9.0,1441.0,74.0,177.0,123.0,2.0,376.0,1817.0,57.5
2424,Young Road,DeKalb,1951.0,83.0,652.0,375.0,4.0,1114.0,26.0,122.0,62.0,3.0,213.0,1327.0,68.0
2423,Wynbrooke Elem,DeKalb,3496.0,252.0,1117.0,734.0,9.0,2112.0,47.0,231.0,97.0,3.0,378.0,2490.0,71.2
2422,Winters Chapel,DeKalb,1434.0,148.0,512.0,349.0,1.0,1010.0,26.0,73.0,33.0,1.0,133.0,1143.0,79.7
2421,White Oak,DeKalb,2951.0,246.0,597.0,365.0,5.0,1213.0,77.0,135.0,54.0,2.0,268.0,1481.0,50.2
2420,Woodward,DeKalb,3193.0,182.0,1000.0,819.0,2.0,2003.0,21.0,134.0,90.0,1.0,246.0,2249.0,70.4
2419,Warren Tech,DeKalb,1364.0,179.0,358.0,235.0,4.0,776.0,32.0,65.0,30.0,0.0,127.0,903.0,66.2
2418,Woodridge Elem,DeKalb,3851.0,236.0,817.0,634.0,7.0,1694.0,89.0,224.0,132.0,4.0,449.0,2143.0,55.6
2417,Winnona Park,DeKalb,2020.0,53.0,852.0,595.0,2.0,1502.0,16.0,75.0,31.0,0.0,122.0,1624.0,80.4
2413,Valley Brook,DeKalb,1037.0,134.0,301.0,254.0,5.0,694.0,19.0,31.0,23.0,1.0,74.0,768.0,74.1
2319,Kelley Lake Elem,DeKalb,3015.0,203.0,613.0,449.0,2.0,1267.0,80.0,153.0,114.0,1.0,348.0,1615.0,53.6
2237,Avondale,DeKalb,2906.0,373.0,1004.0,830.0,1.0,2208.0,46.0,117.0,61.0,0.0,224.0,2432.0,83.7
2235,Ashford Park Elem,DeKalb,2432.0,232.0,859.0,503.0,1.0,1595.0,50.0,175.0,50.0,0.0,275.0,1870.0,76.9
2317,Johnson Estates,DeKalb,1600.0,78.0,561.0,599.0,0.0,1238.0,10.0,60.0,38.0,0.0,108.0,1346.0,84.1
2316,Indian Creek,DeKalb,2318.0,152.0,461.0,333.0,9.0,955.0,31.0,102.0,62.0,3.0,198.0,1153.0,49.7
2415,Wesley Chapel Library,DeKalb,2922.0,159.0,911.0,594.0,5.0,1669.0,46.0,208.0,120.0,2.0,376.0,2045.0,70.0
2314,Harris-Margaret Harris ED,DeKalb,1462.0,130.0,461.0,310.0,5.0,906.0,25.0,65.0,36.0,0.0,126.0,1032.0,70.6
2313,Harris-Narvie J Harris Elem,DeKalb,4031.0,136.0,1288.0,663.0,8.0,2095.0,43.0,316.0,115.0,2.0,476.0,2571.0,63.8
2312,Hugh Howell,DeKalb,1773.0,193.0,573.0,431.0,1.0,1198.0,32.0,115.0,45.0,0.0,192.0,1390.0,78.4
2311,Huntley Hills Elem,DeKalb,3508.0,320.0,1173.0,530.0,6.0,2029.0,78.0,179.0,69.0,0.0,326.0,2355.0,67.1
2310,Henderson Mill,DeKalb,3104.0,203.0,1040.0,800.0,1.0,2044.0,44.0,146.0,60.0,0.0,250.0,2294.0,73.9
2393,Stone Mill Elem,DeKalb,3714.0,264.0,531.0,391.0,10.0,1196.0,87.0,155.0,77.0,4.0,323.0,1519.0,40.9
2236,Austin,DeKalb,2538.0,255.0,978.0,680.0,2.0,1915.0,39.0,104.0,35.0,1.0,179.0,2094.0,82.5
2394,Shadow Rock Elem,DeKalb,4347.0,232.0,1294.0,889.0,5.0,2420.0,72.0,284.0,138.0,6.0,500.0,2920.0,67.2
2396,Salem Middle,DeKalb,3519.0,174.0,1169.0,715.0,4.0,2062.0,52.0,234.0,124.0,3.0,413.0,2475.0,70.3
2397,Shamrock,DeKalb,1600.0,168.0,491.0,511.0,2.0,1172.0,17.0,52.0,34.0,1.0,104.0,1276.0,79.8
2398,South Deshon,DeKalb,3470.0,198.0,1030.0,533.0,12.0,1773.0,73.0,256.0,96.0,1.0,426.0,2199.0,63.4
2399,Stone Mtn Champion,DeKalb,3098.0,274.0,643.0,433.0,5.0,1355.0,56.0,150.0,59.0,4.0,269.0,1624.0,52.4
2400,Stone Mtn,DeKalb,1711.0,157.0,322.0,273.0,3.0,755.0,45.0,91.0,54.0,0.0,190.0,945.0,55.2
2401,Snapfinger Road N,DeKalb,2705.0,174.0,534.0,391.0,6.0,1105.0,66.0,166.0,81.0,0.0,313.0,1418.0,52.4
2402,Snapfinger Road S,DeKalb,1960.0,130.0,593.0,358.0,2.0,1083.0,38.0,133.0,78.0,1.0,250.0,1333.0,68.0
2403,Stephenson Middle,DeKalb,3822.0,243.0,1176.0,699.0,1.0,2119.0,78.0,243.0,108.0,1.0,430.0,2549.0,66.7
2234,Allgood Elem,DeKalb,2858.0,208.0,758.0,553.0,4.0,1523.0,63.0,156.0,82.0,0.0,301.0,1824.0,63.8
2395,Stoneview Elem,DeKalb,1988.0,122.0,412.0,201.0,6.0,741.0,47.0,86.0,53.0,4.0,190.0,931.0,46.8
2277,Candler Park,DeKalb,4018.0,135.0,1663.0,1302.0,2.0,3102.0,16.0,150.0,81.0,0.0,247.0,3349.0,83.3
2307,Glenwood Road,DeKalb,2293.0,161.0,449.0,332.0,4.0,946.0,52.0,106.0,69.0,0.0,227.0,1173.0,51.2
2302,Freedom Middle,DeKalb,3227.0,232.0,697.0,496.0,7.0,1432.0,83.0,180.0,92.0,2.0,357.0,1789.0,55.4
2294,Fairington Elem,DeKalb,5455.0,340.0,1276.0,554.0,12.0,2182.0,105.0,311.0,107.0,6.0,529.0,2711.0,49.7
2306,Georgetown Sq,DeKalb,4155.0,293.0,1400.0,646.0,7.0,2346.0,57.0,239.0,87.0,1.0,384.0,2730.0,65.7
2295,Fernbank Elem,DeKalb,2125.0,145.0,691.0,797.0,3.0,1636.0,23.0,78.0,38.0,1.0,140.0,1776.0,83.6
2296,Flat Shoals Elem,DeKalb,2409.0,155.0,489.0,321.0,6.0,971.0,51.0,147.0,82.0,2.0,282.0,1253.0,52.0
2297,Flat Shoals Parkway,DeKalb,3449.0,167.0,1106.0,639.0,4.0,1916.0,44.0,221.0,105.0,2.0,372.0,2288.0,66.3
2247,Briarcliff,DeKalb,3122.0,203.0,833.0,870.0,6.0,1912.0,42.0,109.0,97.0,1.0,249.0,2161.0,69.2
2246,Brockett Elem,DeKalb,2752.0,175.0,855.0,620.0,6.0,1656.0,32.0,151.0,62.0,1.0,246.0,1902.0,69.1
2245,Briarwood,DeKalb,2428.0,183.0,816.0,474.0,2.0,1475.0,46.0,149.0,56.0,2.0,253.0,1728.0,71.2
2244,Briarlake Elem,DeKalb,1752.0,181.0,606.0,512.0,0.0,1299.0,24.0,64.0,44.0,0.0,132.0,1431.0,81.7
2243,Briar Vista Elem,DeKalb,2965.0,225.0,847.0,849.0,1.0,1922.0,36.0,104.0,62.0,0.0,202.0,2124.0,71.6
2242,Boulevard,DeKalb,4675.0,230.0,1742.0,1145.0,3.0,3120.0,54.0,202.0,96.0,0.0,352.0,3472.0,74.3
2241,Avondale High,DeKalb,3151.0,135.0,1073.0,897.0,4.0,2109.0,28.0,151.0,104.0,0.0,283.0,2392.0,75.9
2240,Ashford Parkside,DeKalb,3664.0,229.0,1186.0,900.0,6.0,2321.0,52.0,193.0,78.0,0.0,323.0,2644.0,72.2
2298,Flat Rock Elem,DeKalb,3142.0,206.0,1080.0,444.0,4.0,1734.0,57.0,261.0,96.0,3.0,417.0,2151.0,68.5
2299,Flat Shoals,DeKalb,2649.0,144.0,510.0,359.0,6.0,1019.0,49.0,143.0,96.0,2.0,290.0,1309.0,49.4
2300,Flakes Mill Fire Station,DeKalb,2103.0,95.0,605.0,361.0,6.0,1067.0,31.0,158.0,72.0,2.0,263.0,1330.0,63.2
2301,Flat Shoals Library,DeKalb,2788.0,179.0,550.0,351.0,2.0,1082.0,64.0,185.0,72.0,1.0,322.0,1404.0,50.4
2284,Dunaire Elem,DeKalb,2268.0,152.0,558.0,384.0,6.0,1100.0,57.0,108.0,64.0,1.0,230.0,1330.0,58.6
2303,Glennwood,DeKalb,2715.0,100.0,839.0,795.0,3.0,1737.0,15.0,106.0,71.0,2.0,194.0,1931.0,71.1
2304,Glenhaven,DeKalb,1880.0,181.0,437.0,280.0,4.0,902.0,62.0,64.0,49.0,0.0,175.0,1077.0,57.3
2374,Rehoboth,DeKalb,1813.0,142.0,511.0,606.0,3.0,1262.0,24.0,70.0,58.0,0.0,152.0,1414.0,78.0
2373,Redan Elem,DeKalb,3020.0,174.0,906.0,518.0,8.0,1606.0,44.0,241.0,82.0,0.0,367.0,1973.0,65.3
2372,Rainbow Elem,DeKalb,3768.0,201.0,978.0,716.0,6.0,1901.0,66.0,237.0,121.0,2.0,426.0,2327.0,61.8
2371,Panola Road,DeKalb,2884.0,148.0,815.0,466.0,5.0,1434.0,45.0,201.0,102.0,3.0,351.0,1785.0,61.9
