Precinct,County,Registered Voters,Keith Prather (I)_Election Day Votes,Keith Prather (I)_Advanced Voting Votes,Keith Prather (I)_Absentee by Mail Votes,Keith Prather (I)_Provisional Votes,Keith Prather (I)_Choice Total,Total,
Good Hope,Walton,2149,101,89,22,0,212,212,
