Precinct,County,Registered Voters,Ronald Brown (Dem)_Election Day Votes,Ronald Brown (Dem)_Advanced Voting Votes,Ronald Brown (Dem)_Absentee by Mail Votes,Ronald Brown (Dem)_Provisional Votes,Ronald Brown (Dem)_Choice Total,Total,
Preston 1,Webster,1705,83,151,84,0,318,318,
