Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Rochelle North 1,Wilcox,558,81,98,37,0,216,39,33,9,0,81,297,
Abbeville North 2,Wilcox,441,43,191,41,0,275,11,56,8,0,75,350,
Pineview 2,Wilcox,630,148,112,64,0,324,45,34,10,0,89,413,
Pitts 3,Wilcox,876,200,198,67,0,465,64,52,16,0,132,597,
Rochelle South 4,Wilcox,1033,160,308,103,0,571,35,80,22,0,137,708,
Abbeville South 5,Wilcox,1123,95,296,103,0,494,36,105,25,0,166,660,
