Precinct,County,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
Ideal,Macon,1399,108,347,33,0,488,86,204,78,0,368,6,7,1,0,14,870,
Oglethorpe,Macon,1294,57,257,17,0,331,72,283,100,0,455,3,9,1,0,13,799,
Marshallville,Macon,1344,84,216,29,0,329,206,184,120,0,510,6,2,2,0,10,849,
Montezuma #4,Macon,1597,41,240,33,0,314,120,337,197,0,654,5,11,2,0,18,986,
Montezuma #5,Macon,1357,19,143,19,0,181,145,301,177,0,623,1,6,1,0,8,812,
