Precinct,County,Registered Voters,Mickey George (I) (Dem)_Election Day Votes,Mickey George (I) (Dem)_Advanced Voting Votes,Mickey George (I) (Dem)_Absentee by Mail Votes,Mickey George (I) (Dem)_Provisional Votes,Mickey George (I) (Dem)_Choice Total,Total,
Montezuma #4,Macon,1597,146,503,207,0,856,856,
