Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Ellenwood 1,Clayton,3020,183,947,533,4,1667,58,270,125,1,454,2121,
Ellenwood 2,Clayton,3273,203,1076,489,2,1770,60,296,134,2,492,2262,
Forest Park 1,Clayton,3566,352,464,326,3,1145,111,140,88,6,345,1490,
Forest Park 2,Clayton,2821,261,482,301,10,1054,96,151,120,2,369,1423,
Forest Park 3,Clayton,2845,229,427,303,16,975,75,131,85,4,295,1270,
Forest Park 4,Clayton,1783,174,385,190,0,749,50,108,34,2,194,943,
Forest Park 5,Clayton,3924,363,645,332,9,1349,106,230,116,9,461,1810,
Forest Park 6,Clayton,1463,118,325,145,3,591,28,105,37,0,170,761,
Jonesboro 1,Clayton,3244,231,802,488,5,1526,73,192,130,1,396,1922,
Jonesboro 2,Clayton,4345,294,1025,607,5,1931,108,286,149,6,549,2480,
Jonesboro 3,Clayton,4107,258,1066,689,6,2019,78,290,160,3,531,2550,
Jonesboro 4,Clayton,2574,201,429,240,5,875,50,151,69,1,271,1146,
Jonesboro 5,Clayton,2064,213,488,287,0,988,69,137,65,0,271,1259,
Jonesboro 6,Clayton,2574,167,751,606,3,1527,46,205,97,1,349,1876,
Jonesboro 7,Clayton,3174,240,834,455,2,1531,63,215,104,4,386,1917,
Jonesboro 8,Clayton,3947,342,815,315,4,1476,107,234,68,0,409,1885,
Jonesboro 9,Clayton,1759,138,253,162,4,557,37,97,59,0,193,750,
Jonesboro 10,Clayton,3398,241,567,352,4,1164,123,173,86,2,384,1548,
Jonesboro 11,Clayton,3863,248,1042,675,2,1967,84,300,146,2,532,2499,
Jonesboro 12,Clayton,3067,240,689,359,11,1299,88,193,79,4,364,1663,
Jonesboro 13,Clayton,2140,211,570,316,1,1098,73,158,70,3,304,1402,
Jonesboro 14,Clayton,4116,262,1225,811,3,2301,75,324,154,1,554,2855,
Jonesboro 15,Clayton,2872,209,542,232,5,988,50,166,52,5,273,1261,
Jonesboro 16,Clayton,2560,243,481,290,3,1017,92,109,78,0,279,1296,
Jonesboro 17,Clayton,3359,240,662,399,10,1311,91,161,117,1,370,1681,
Jonesboro 18,Clayton,3301,294,765,372,4,1435,65,227,93,1,386,1821,
Jonesboro 19,Clayton,3299,238,731,449,6,1424,79,220,80,4,383,1807,
Lake City,Clayton,3217,243,707,318,7,1275,55,206,83,3,347,1622,
Lovejoy 1,Clayton,4061,273,1128,555,2,1958,94,366,126,0,586,2544,
Lovejoy 2,Clayton,3611,201,923,385,5,1514,75,271,109,5,460,1974,
Lovejoy 3,Clayton,1666,101,522,336,1,960,33,158,75,2,268,1228,
Lovejoy 4,Clayton,4149,237,1292,564,2,2095,73,349,106,2,530,2625,
Lovejoy 5,Clayton,3451,233,847,426,7,1513,81,229,91,5,406,1919,
Lovejoy 6,Clayton,3708,247,1039,510,5,1801,54,277,128,4,463,2264,
Lovejoy 7,Clayton,2779,216,649,186,7,1058,68,225,56,1,350,1408,
Morrow 1,Clayton,3328,319,604,299,2,1224,119,199,94,0,412,1636,
Morrow 2,Clayton,2081,137,517,258,4,916,42,162,52,0,256,1172,
Morrow 3,Clayton,2407,158,595,310,5,1068,56,170,99,0,325,1393,
Morrow 4,Clayton,2112,173,416,248,2,839,60,148,58,1,267,1106,
Morrow 5,Clayton,3056,206,893,520,2,1621,102,267,112,0,481,2102,
Morrow 6,Clayton,3030,254,803,389,2,1448,82,233,93,2,410,1858,
Morrow 7,Clayton,2142,219,406,218,6,849,73,129,44,0,246,1095,
Morrow 8,Clayton,3185,228,906,429,5,1568,67,249,130,5,451,2019,
Morrow 9,Clayton,1509,119,352,193,1,665,30,96,45,0,171,836,
Morrow 10,Clayton,2342,156,697,242,2,1097,32,211,63,1,307,1404,
Morrow 11,Clayton,2295,180,560,230,2,972,82,177,77,1,337,1309,
Oak 1,Clayton,2635,255,576,234,2,1067,90,164,51,1,306,1373,
Oak 2,Clayton,1974,172,357,183,8,720,67,75,46,1,189,909,
Oak 3,Clayton,2731,230,531,299,5,1065,95,145,85,1,326,1391,
Oak 4,Clayton,4233,337,908,394,4,1643,119,234,100,4,457,2100,
Oak 5,Clayton,1795,142,327,71,3,543,45,81,14,1,141,684,
Panhandle 1,Clayton,2895,215,919,507,2,1643,53,197,95,0,345,1988,
Panhandle 2,Clayton,3382,257,1082,458,4,1801,91,271,104,2,468,2269,
Riverdale 1,Clayton,2330,152,689,375,7,1223,35,180,86,2,303,1526,
Riverdale 2,Clayton,3431,242,732,458,18,1450,90,208,100,6,404,1854,
Riverdale 3,Clayton,3650,270,880,503,6,1659,88,245,115,1,449,2108,
Riverdale 4,Clayton,4362,318,798,532,5,1653,128,248,151,5,532,2185,
Riverdale 5,Clayton,2970,270,691,370,4,1335,75,166,82,7,330,1665,
Riverdale 6,Clayton,3661,288,543,377,7,1215,92,164,68,2,326,1541,
Riverdale 7,Clayton,3020,246,462,274,8,990,86,117,83,6,292,1282,
Riverdale 8,Clayton,2895,215,752,514,4,1485,59,194,125,1,379,1864,
Riverdale 9,Clayton,2653,223,594,343,2,1162,70,173,72,5,320,1482,
Riverdale 10,Clayton,3176,262,525,226,7,1020,79,172,68,2,321,1341,
Riverdale 11,Clayton,1881,132,499,256,1,888,46,138,56,0,240,1128,
Riverdale 12,Clayton,3065,246,728,445,3,1422,81,203,97,1,382,1804,
