Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Folkston,Charlton,2420,209,526,184,0,919,79,289,90,0,458,1377,
GA Bend,Charlton,509,136,45,30,0,211,74,20,8,0,102,313,
St George,Charlton,661,159,80,25,0,264,51,45,23,1,120,384,
American Legion,Charlton,748,69,213,42,0,324,57,116,24,0,197,521,
Homeland,Charlton,864,120,216,26,0,362,42,106,30,0,178,540,
Folkston Fire,Charlton,767,43,268,46,0,357,31,98,21,0,150,507,
Racepond,Charlton,266,37,58,14,1,110,25,46,6,0,77,187,
Winokur,Charlton,317,57,53,13,0,123,34,41,11,0,86,209,
