Precinct,County,Registered Voters,Pratt Lockwood (Rep)_Election Day Votes,Pratt Lockwood (Rep)_Advanced Voting Votes,Pratt Lockwood (Rep)_Absentee by Mail Votes,Pratt Lockwood (Rep)_Provisional Votes,Pratt Lockwood (Rep)_Choice Total,Total,
Veterans Community Center,Evans,6135,128,438,129,0,695,695,
