Precinct,County,Registered Voters,Danny Brannen (I) (Rep)_Election Day Votes,Danny Brannen (I) (Rep)_Advanced Voting Votes,Danny Brannen (I) (Rep)_Absentee by Mail Votes,Danny Brannen (I) (Rep)_Provisional Votes,Danny Brannen (I) (Rep)_Choice Total,Total,
Courthouse Annex,Pulaski,5687,387,2353,444,1,3185,3185,
