County,Registered Voters,Chris Gaines (I) (Rep)_Election Day Votes,Chris Gaines (I) (Rep)_Advanced Voting Votes,Chris Gaines (I) (Rep)_Absentee by Mail Votes,Chris Gaines (I) (Rep)_Provisional Votes,Chris Gaines (I) (Rep)_Choice Total,Total,calc_participation,Rep_total
Dawson,21529.0,2455.0,9378.0,2304.0,3.0,14140.0,14140.0,65.7,14140.0
