County,Registered Voters,Gloria Gunby Thompson (I) (Rep)_Election Day Votes,Gloria Gunby Thompson (I) (Rep)_Advanced Voting Votes,Gloria Gunby Thompson (I) (Rep)_Absentee by Mail Votes,Gloria Gunby Thompson (I) (Rep)_Provisional Votes,Gloria Gunby Thompson (I) (Rep)_Choice Total,Total,calc_participation,Rep_total
McDuffie,11921.0,721.0,3735.0,873.0,0.0,5329.0,5329.0,44.7,5329.0
