County,Registered Voters,Spencer Frye (I) (Dem)_Election Day Votes,Spencer Frye (I) (Dem)_Advanced Voting Votes,Spencer Frye (I) (Dem)_Absentee by Mail Votes,Spencer Frye (I) (Dem)_Provisional Votes,Spencer Frye (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Clarke,34757.0,3391.0,8774.0,6630.0,12.0,18807.0,18807.0,54.1,18807.0
