County,Registered Voters,William 'Bill' Jopling (I) (Rep)_Election Day Votes,William 'Bill' Jopling (I) (Rep)_Advanced Voting Votes,William 'Bill' Jopling (I) (Rep)_Absentee by Mail Votes,William 'Bill' Jopling (I) (Rep)_Provisional Votes,William 'Bill' Jopling (I) (Rep)_Choice Total,Charles Reese (Dem)_Election Day Votes,Charles Reese (Dem)_Advanced Voting Votes,Charles Reese (Dem)_Absentee by Mail Votes,Charles Reese (Dem)_Provisional Votes,Charles Reese (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
McDuffie,11921.0,619.0,3352.0,667.0,0.0,4638.0,172.0,742.0,432.0,0.0,1346.0,5984.0,50.2,4638.0,1346.0
