County,Registered Voters,Connie Collins Hobbs (I) (Dem)_Election Day Votes,Connie Collins Hobbs (I) (Dem)_Advanced Voting Votes,Connie Collins Hobbs (I) (Dem)_Absentee by Mail Votes,Connie Collins Hobbs (I) (Dem)_Provisional Votes,Connie Collins Hobbs (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Baker,2258.0,333.0,567.0,309.0,2.0,1211.0,1211.0,53.6,1211.0
