County,Registered Voters,Larron D. Copeland (Ind)_Election Day Votes,Larron D. Copeland (Ind)_Advanced Voting Votes,Larron D. Copeland (Ind)_Absentee by Mail Votes,Larron D. Copeland (Ind)_Provisional Votes,Larron D. Copeland (Ind)_Choice Total,Robert Lamar Wills (Ind)_Election Day Votes,Robert Lamar Wills (Ind)_Advanced Voting Votes,Robert Lamar Wills (Ind)_Absentee by Mail Votes,Robert Lamar Wills (Ind)_Provisional Votes,Robert Lamar Wills (Ind)_Choice Total,Total,calc_participation,Ind_total,Ind_steal
Terrell,6293.0,317.0,375.0,165.0,0.0,857.0,111.0,129.0,93.0,0.0,333.0,1190.0,18.9,1190.0,333.0
