County,Registered Voters,Greg Dolezal (I) (Rep)_Election Day Votes,Greg Dolezal (I) (Rep)_Advanced Voting Votes,Greg Dolezal (I) (Rep)_Absentee by Mail Votes,Greg Dolezal (I) (Rep)_Provisional Votes,Greg Dolezal (I) (Rep)_Choice Total,Brooke Griffiths (Dem)_Election Day Votes,Brooke Griffiths (Dem)_Advanced Voting Votes,Brooke Griffiths (Dem)_Absentee by Mail Votes,Brooke Griffiths (Dem)_Provisional Votes,Brooke Griffiths (Dem)_Choice Total,Total,calc_participation
Forsyth,163984.0,9794.0,61458.0,15910.0,30.0,87192.0,3011.0,20719.0,13590.0,20.0,37340.0,124532.0,75.9
