County,Registered Voters,Malcolm Parker (I) (Dem)_Election Day Votes,Malcolm Parker (I) (Dem)_Advanced Voting Votes,Malcolm Parker (I) (Dem)_Absentee by Mail Votes,Malcolm Parker (I) (Dem)_Provisional Votes,Malcolm Parker (I) (Dem)_Choice Total,Total,calc_participation
Baker,2258.0,338.0,564.0,306.0,2.0,1210.0,1210.0,53.6
