County,Registered Voters,Dennis R. Elrod (I)_Election Day Votes,Dennis R. Elrod (I)_Advanced Voting Votes,Dennis R. Elrod (I)_Absentee by Mail Votes,Dennis R. Elrod (I)_Provisional Votes,Dennis R. Elrod (I)_Choice Total,Total,calc_participation,Ind_total
Jackson,31240.0,552.0,2084.0,563.0,0.0,3199.0,3199.0,10.2,3199.0
