County,Registered Voters,Ray Edwin Mosley (I) (Dem)_Election Day Votes,Ray Edwin Mosley (I) (Dem)_Advanced Voting Votes,Ray Edwin Mosley (I) (Dem)_Absentee by Mail Votes,Ray Edwin Mosley (I) (Dem)_Provisional Votes,Ray Edwin Mosley (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Bulloch,30034.0,1571.0,2366.0,1322.0,16.0,5275.0,5275.0,17.6,5275.0
