County,Registered Voters,Leolene R. Phinney (I) (Rep)_Election Day Votes,Leolene R. Phinney (I) (Rep)_Advanced Voting Votes,Leolene R. Phinney (I) (Rep)_Absentee by Mail Votes,Leolene R. Phinney (I) (Rep)_Provisional Votes,Leolene R. Phinney (I) (Rep)_Choice Total,Total,calc_participation
Crisp,12554.0,1286.0,3999.0,1206.0,4.0,6495.0,6495.0,51.7
