,Precinct,County,Registered Voters,Roger Brock (I)_Election Day Votes,Roger Brock (I)_Advanced Voting Votes,Roger Brock (I)_Absentee by Mail Votes,Roger Brock (I)_Provisional Votes,Roger Brock (I)_Choice Total,Total,calc_participation
0,South Jackson,Jackson,8012.0,413.0,1460.0,447.0,0.0,2320.0,2320.0,29.0
