County,Registered Voters,Sheikh Rahman (I) (Dem)_Election Day Votes,Sheikh Rahman (I) (Dem)_Advanced Voting Votes,Sheikh Rahman (I) (Dem)_Absentee by Mail Votes,Sheikh Rahman (I) (Dem)_Provisional Votes,Sheikh Rahman (I) (Dem)_Choice Total,Total,calc_participation
Gwinnett,92522.0,10015.0,22477.0,12428.0,71.0,44991.0,44991.0,48.6
