County,Registered Voters,El-Mahdi Holly (I) (Dem)_Election Day Votes,El-Mahdi Holly (I) (Dem)_Advanced Voting Votes,El-Mahdi Holly (I) (Dem)_Absentee by Mail Votes,El-Mahdi Holly (I) (Dem)_Provisional Votes,El-Mahdi Holly (I) (Dem)_Choice Total,Total,calc_participation
Henry,62808.0,3573.0,16945.0,7474.0,5.0,27997.0,27997.0,44.6
