County,Registered Voters,Don Hogan (I) (Rep)_Election Day Votes,Don Hogan (I) (Rep)_Advanced Voting Votes,Don Hogan (I) (Rep)_Absentee by Mail Votes,Don Hogan (I) (Rep)_Provisional Votes,Don Hogan (I) (Rep)_Choice Total,Julie Jordan (Dem)_Election Day Votes,Julie Jordan (Dem)_Advanced Voting Votes,Julie Jordan (Dem)_Absentee by Mail Votes,Julie Jordan (Dem)_Provisional Votes,Julie Jordan (Dem)_Choice Total,Total,calc_participation
Glynn,41393.0,2708.0,9986.0,2733.0,14.0,15441.0,1702.0,5829.0,4123.0,18.0,11672.0,27113.0,65.5
