,Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,calc_participation
602,ROCKYCREEK B,Gwinnett,5061.0,430.0,1551.0,588.0,3.0,2572.0,162.0,596.0,253.0,0.0,1011.0,3583.0,70.8
595,SUWANEE D,Gwinnett,4732.0,406.0,1378.0,737.0,2.0,2523.0,175.0,571.0,341.0,1.0,1088.0,3611.0,76.3
547,DULUTH E,Gwinnett,4814.0,467.0,1204.0,714.0,9.0,2394.0,145.0,431.0,221.0,0.0,797.0,3191.0,66.3
567,PUCKETTS B,Gwinnett,3096.0,298.0,965.0,356.0,0.0,1619.0,100.0,363.0,160.0,1.0,624.0,2243.0,72.4
545,BAYCREEK C,Gwinnett,6499.0,495.0,2055.0,872.0,2.0,3424.0,168.0,687.0,324.0,0.0,1179.0,4603.0,70.8
497,BERKSHIRE D,Gwinnett,2945.0,194.0,802.0,587.0,3.0,1586.0,71.0,272.0,199.0,1.0,543.0,2129.0,72.3
498,BERKSHIRE E,Gwinnett,1997.0,166.0,560.0,317.0,1.0,1044.0,69.0,235.0,153.0,0.0,457.0,1501.0,75.2
499,BERKSHIRE F,Gwinnett,2254.0,257.0,466.0,302.0,1.0,1026.0,94.0,116.0,119.0,0.0,329.0,1355.0,60.1
500,CATES D,Gwinnett,3755.0,312.0,1054.0,604.0,1.0,1971.0,99.0,377.0,264.0,0.0,740.0,2711.0,72.2
501,CATES E,Gwinnett,2942.0,253.0,835.0,553.0,2.0,1643.0,104.0,295.0,220.0,0.0,619.0,2262.0,76.9
502,PINCKNEYVILLE E,Gwinnett,2184.0,263.0,463.0,250.0,7.0,983.0,82.0,124.0,72.0,2.0,280.0,1263.0,57.8
503,PINCKNEYVILLE F,Gwinnett,2546.0,288.0,512.0,290.0,3.0,1093.0,61.0,169.0,105.0,0.0,335.0,1428.0,56.1
496,HOG MOUNTAIN D,Gwinnett,3179.0,284.0,810.0,449.0,2.0,1545.0,143.0,333.0,170.0,0.0,646.0,2191.0,68.9
504,DUNCANS D,Gwinnett,7153.0,636.0,2147.0,889.0,2.0,3674.0,252.0,841.0,432.0,0.0,1525.0,5199.0,72.7
506,BAYCREEK B,Gwinnett,5969.0,530.0,1762.0,743.0,6.0,3041.0,151.0,546.0,266.0,4.0,967.0,4008.0,67.1
507,LAWRENCEVILLE C,Gwinnett,3037.0,321.0,787.0,384.0,1.0,1493.0,111.0,289.0,200.0,0.0,600.0,2093.0,68.9
508,MARTINS D,Gwinnett,2402.0,288.0,422.0,260.0,1.0,971.0,72.0,141.0,97.0,1.0,311.0,1282.0,53.4
509,ROCKBRIDGE B,Gwinnett,4177.0,340.0,1110.0,550.0,1.0,2001.0,99.0,357.0,184.0,0.0,640.0,2641.0,63.2
510,GARNERS B,Gwinnett,3178.0,218.0,914.0,476.0,2.0,1610.0,81.0,318.0,193.0,1.0,593.0,2203.0,69.3
511,CATES F,Gwinnett,1787.0,222.0,453.0,304.0,2.0,981.0,87.0,147.0,127.0,0.0,361.0,1342.0,75.1
512,CATES G,Gwinnett,2875.0,218.0,864.0,530.0,0.0,1612.0,105.0,312.0,230.0,0.0,647.0,2259.0,78.6
505,PINCKNEYVILLE H,Gwinnett,4536.0,403.0,1168.0,838.0,4.0,2413.0,155.0,423.0,346.0,0.0,924.0,3337.0,73.6
546,CATES L,Gwinnett,4185.0,373.0,1166.0,607.0,3.0,2149.0,116.0,361.0,219.0,0.0,696.0,2845.0,68.0
495,CATES C,Gwinnett,2903.0,259.0,834.0,454.0,0.0,1547.0,90.0,241.0,142.0,3.0,476.0,2023.0,69.7
493,ROCKYCREEK A,Gwinnett,5939.0,508.0,1810.0,688.0,3.0,3009.0,214.0,727.0,301.0,0.0,1242.0,4251.0,71.6
477,BERKSHIRE B,Gwinnett,5338.0,325.0,1442.0,805.0,4.0,2576.0,85.0,432.0,304.0,3.0,824.0,3400.0,63.7
478,DUNCANS C,Gwinnett,3040.0,269.0,985.0,370.0,1.0,1625.0,141.0,420.0,185.0,0.0,746.0,2371.0,78.0
479,GARNERS A,Gwinnett,3520.0,246.0,1035.0,608.0,1.0,1890.0,93.0,433.0,223.0,0.0,749.0,2639.0,75.0
480,LAWRENCEVILLE A,Gwinnett,3635.0,311.0,799.0,433.0,2.0,1545.0,97.0,296.0,174.0,1.0,568.0,2113.0,58.1
481,LAWRENCEVILLE B,Gwinnett,5097.0,260.0,1569.0,660.0,2.0,2491.0,89.0,503.0,291.0,1.0,884.0,3375.0,66.2
482,MARTINS A,Gwinnett,3303.0,348.0,761.0,373.0,5.0,1487.0,101.0,222.0,127.0,1.0,451.0,1938.0,58.7
483,MARTINS B,Gwinnett,3001.0,295.0,749.0,375.0,1.0,1420.0,97.0,223.0,122.0,0.0,442.0,1862.0,62.0
494,CATES B,Gwinnett,1587.0,161.0,401.0,249.0,2.0,813.0,66.0,155.0,104.0,0.0,325.0,1138.0,71.7
484,MARTINS C,Gwinnett,2549.0,300.0,587.0,379.0,5.0,1271.0,100.0,222.0,124.0,0.0,446.0,1717.0,67.4
486,PINCKNEYVILLE B,Gwinnett,3485.0,294.0,749.0,353.0,5.0,1401.0,111.0,221.0,136.0,1.0,469.0,1870.0,53.7
487,PINCKNEYVILLE C,Gwinnett,2082.0,251.0,455.0,424.0,2.0,1132.0,114.0,155.0,174.0,2.0,445.0,1577.0,75.7
488,PINCKNEYVILLE D,Gwinnett,2264.0,266.0,440.0,210.0,5.0,921.0,79.0,128.0,75.0,0.0,282.0,1203.0,53.1
489,SUGAR HILL A,Gwinnett,4654.0,490.0,1070.0,550.0,4.0,2114.0,161.0,403.0,216.0,0.0,780.0,2894.0,62.2
490,SUGAR HILL B,Gwinnett,5596.0,565.0,1498.0,655.0,7.0,2725.0,214.0,565.0,290.0,8.0,1077.0,3802.0,67.9
491,HOG MOUNTAIN A,Gwinnett,5011.0,472.0,1352.0,675.0,2.0,2501.0,161.0,443.0,226.0,0.0,830.0,3331.0,66.5
492,HOG MOUNTAIN B,Gwinnett,4583.0,391.0,1244.0,696.0,4.0,2335.0,165.0,537.0,340.0,0.0,1042.0,3377.0,73.7
485,PINCKNEYVILLE A,Gwinnett,2791.0,339.0,579.0,291.0,6.0,1215.0,99.0,155.0,103.0,0.0,357.0,1572.0,56.3
514,GARNERS C,Gwinnett,2030.0,187.0,552.0,273.0,2.0,1014.0,60.0,176.0,106.0,0.0,342.0,1356.0,66.8
513,DULUTH B,Gwinnett,3551.0,302.0,727.0,608.0,3.0,1640.0,133.0,299.0,261.0,1.0,694.0,2334.0,65.7
523,PINCKNEYVILLE K,Gwinnett,3754.0,392.0,792.0,418.0,8.0,1610.0,115.0,222.0,120.0,2.0,459.0,2069.0,55.1
532,PUCKETTS E,Gwinnett,5660.0,406.0,1564.0,688.0,2.0,2660.0,127.0,590.0,343.0,2.0,1062.0,3722.0,65.8
531,PINCKNEYVILLE O,Gwinnett,3359.0,322.0,779.0,295.0,5.0,1401.0,74.0,241.0,125.0,1.0,441.0,1842.0,54.8
530,BERKSHIRE H,Gwinnett,1987.0,203.0,397.0,254.0,4.0,858.0,55.0,115.0,115.0,0.0,285.0,1143.0,57.5
529,GARNERS D,Gwinnett,3490.0,258.0,878.0,545.0,0.0,1681.0,74.0,304.0,190.0,0.0,568.0,2249.0,64.4
528,PINCKNEYVILLE M,Gwinnett,2673.0,295.0,700.0,579.0,0.0,1574.0,130.0,247.0,208.0,0.0,585.0,2159.0,80.8
527,PINCKNEYVILLE L,Gwinnett,2330.0,287.0,490.0,618.0,1.0,1396.0,98.0,203.0,233.0,0.0,534.0,1930.0,82.8
533,CATES I,Gwinnett,3537.0,324.0,1018.0,560.0,0.0,1902.0,122.0,358.0,259.0,0.0,739.0,2641.0,74.7
526,LAWRENCEVILLE E,Gwinnett,2355.0,219.0,578.0,343.0,2.0,1142.0,90.0,190.0,177.0,0.0,457.0,1599.0,67.9
522,DULUTH D,Gwinnett,5077.0,385.0,1203.0,664.0,10.0,2262.0,137.0,454.0,273.0,6.0,870.0,3132.0,61.7
521,DULUTH C,Gwinnett,2229.0,236.0,493.0,353.0,3.0,1085.0,90.0,176.0,155.0,1.0,422.0,1507.0,67.6
520,SUGAR HILL D,Gwinnett,4624.0,380.0,1333.0,536.0,6.0,2255.0,124.0,553.0,195.0,1.0,873.0,3128.0,67.6
515,PINCKNEYVILLE I,Gwinnett,2635.0,264.0,550.0,282.0,1.0,1097.0,97.0,190.0,123.0,0.0,410.0,1507.0,57.2
516,PINCKNEYVILLE J,Gwinnett,2613.0,265.0,596.0,230.0,3.0,1094.0,76.0,155.0,87.0,0.0,318.0,1412.0,54.0
517,BERKSHIRE G,Gwinnett,2419.0,183.0,726.0,359.0,1.0,1269.0,86.0,302.0,165.0,0.0,553.0,1822.0,75.3
525,LAWRENCEVILLE D,Gwinnett,5012.0,469.0,1051.0,525.0,8.0,2053.0,127.0,288.0,164.0,4.0,583.0,2636.0,52.6
518,CATES H,Gwinnett,3924.0,326.0,1016.0,475.0,2.0,1819.0,90.0,313.0,183.0,0.0,586.0,2405.0,61.3
534,CATES J,Gwinnett,3478.0,318.0,925.0,579.0,3.0,1825.0,106.0,312.0,231.0,0.0,649.0,2474.0,71.1
538,PINCKNEYVILLE P,Gwinnett,2185.0,261.0,479.0,398.0,2.0,1140.0,96.0,161.0,172.0,0.0,429.0,1569.0,71.8
544,CATES K,Gwinnett,2810.0,289.0,756.0,429.0,2.0,1476.0,114.0,282.0,182.0,0.0,578.0,2054.0,73.1
543,BAYCREEK K,Gwinnett,3824.0,220.0,1200.0,583.0,1.0,2004.0,94.0,394.0,243.0,0.0,731.0,2735.0,71.5
542,GOODWINS C,Gwinnett,5804.0,505.0,1319.0,830.0,1.0,2655.0,194.0,456.0,330.0,0.0,980.0,3635.0,62.6
541,ROCKBRIDGE D,Gwinnett,3642.0,216.0,1141.0,569.0,5.0,1931.0,54.0,359.0,220.0,1.0,634.0,2565.0,70.4
540,ROCKBRIDGE C,Gwinnett,5125.0,331.0,1575.0,812.0,5.0,2723.0,90.0,482.0,312.0,1.0,885.0,3608.0,70.4
539,PINCKNEYVILLE Q,Gwinnett,1915.0,268.0,388.0,195.0,3.0,854.0,80.0,104.0,54.0,0.0,238.0,1092.0,57.0
535,GOODWINS B,Gwinnett,3960.0,368.0,1057.0,568.0,1.0,1994.0,143.0,440.0,291.0,0.0,874.0,2868.0,72.4
519,SUGAR HILL C,Gwinnett,5085.0,596.0,1404.0,649.0,1.0,2650.0,213.0,563.0,273.0,0.0,1049.0,3699.0,72.7
536,LAWRENCEVILLE F,Gwinnett,4061.0,363.0,1127.0,523.0,3.0,2016.0,104.0,343.0,179.0,0.0,626.0,2642.0,65.1
537,MARTINS E,Gwinnett,6193.0,581.0,1284.0,554.0,6.0,2425.0,156.0,340.0,171.0,1.0,668.0,3093.0,49.9
650,Habersham North,Habersham,9096.0,545.0,3168.0,946.0,6.0,4665.0,167.0,1353.0,431.0,3.0,1954.0,6619.0,72.8
651,Habersham South,Habersham,6171.0,466.0,1743.0,541.0,4.0,2754.0,159.0,692.0,275.0,1.0,1127.0,3881.0,62.9
652,Demorest,Habersham,4963.0,398.0,1531.0,444.0,1.0,2374.0,133.0,714.0,208.0,1.0,1056.0,3430.0,69.1
653,Town of Mt Airy,Habersham,790.0,78.0,196.0,56.0,1.0,331.0,41.0,90.0,34.0,1.0,166.0,497.0,62.9
654,City of Baldwin,Habersham,1252.0,140.0,287.0,94.0,0.0,521.0,39.0,80.0,44.0,0.0,163.0,684.0,54.6
655,Mud Creek,Habersham,4435.0,390.0,1226.0,359.0,2.0,1977.0,169.0,558.0,231.0,0.0,958.0,2935.0,66.2
656,Amys Creek,Habersham,1557.0,201.0,464.0,170.0,0.0,835.0,89.0,179.0,95.0,0.0,363.0,1198.0,76.9
1334,Friendship III,Hall,0.0,326.0,1505.0,428.0,2.0,2261.0,106.0,656.0,171.0,0.0,933.0,3194.0,
1324,West Whelchel,Hall,0.0,297.0,1237.0,718.0,1.0,2253.0,89.0,441.0,249.0,0.0,779.0,3032.0,
1323,Whelchel,Hall,0.0,331.0,1399.0,441.0,0.0,2171.0,120.0,556.0,271.0,0.0,947.0,3118.0,
1322,Fork,Hall,0.0,383.0,935.0,376.0,0.0,1694.0,180.0,419.0,196.0,2.0,797.0,2491.0,
1321,Chestatee,Hall,0.0,402.0,1139.0,444.0,1.0,1986.0,151.0,436.0,211.0,0.0,798.0,2784.0,
1320,Bark Camp,Hall,0.0,424.0,1958.0,573.0,2.0,2957.0,125.0,681.0,293.0,1.0,1100.0,4057.0,
1319,Quillians,Hall,0.0,170.0,1045.0,206.0,1.0,1422.0,81.0,465.0,140.0,0.0,686.0,2108.0,
1318,Clermont,Hall,0.0,319.0,1269.0,271.0,1.0,1860.0,120.0,524.0,142.0,0.0,786.0,2646.0,
1317,Lula,Hall,0.0,469.0,934.0,245.0,4.0,1652.0,151.0,376.0,147.0,5.0,679.0,2331.0,
1335,Friendship IV,Hall,0.0,163.0,1368.0,298.0,6.0,1835.0,55.0,595.0,183.0,1.0,834.0,2669.0,
1315,Tadmore,Hall,0.0,583.0,1311.0,532.0,2.0,2428.0,194.0,478.0,212.0,2.0,886.0,3314.0,
1314,Candler,Hall,0.0,540.0,1604.0,545.0,0.0,2689.0,169.0,609.0,260.0,0.0,1038.0,3727.0,
1313,Morgan II,Hall,0.0,364.0,1484.0,518.0,2.0,2368.0,135.0,548.0,211.0,0.0,894.0,3262.0,
1312,Morgan I,Hall,0.0,406.0,1294.0,356.0,0.0,2056.0,137.0,499.0,177.0,0.0,813.0,2869.0,
1311,Roberts,Hall,0.0,421.0,1610.0,768.0,1.0,2800.0,182.0,732.0,329.0,0.0,1243.0,4043.0,
1316,Glade,Hall,0.0,351.0,1035.0,357.0,2.0,1745.0,100.0,384.0,158.0,1.0,643.0,2388.0,
1309,Flowery Branch I,Hall,0.0,379.0,1284.0,509.0,0.0,2172.0,138.0,562.0,244.0,0.0,944.0,3116.0,
1310,Flowery Branch II,Hall,0.0,359.0,960.0,350.0,3.0,1672.0,142.0,406.0,135.0,0.0,683.0,2355.0,
1326,Gainesville II,Hall,0.0,260.0,487.0,452.0,1.0,1200.0,77.0,156.0,94.0,0.0,327.0,1527.0,
1306,Chicopee,Hall,0.0,314.0,884.0,324.0,1.0,1523.0,100.0,341.0,148.0,0.0,589.0,2112.0,
1307,Oakwood I,Hall,0.0,253.0,650.0,239.0,0.0,1142.0,110.0,243.0,92.0,0.0,445.0,1587.0,
1308,Oakwood II,Hall,0.0,361.0,1211.0,468.0,1.0,2041.0,137.0,528.0,213.0,0.0,878.0,2919.0,
1333,Friendship II,Hall,0.0,330.0,1022.0,264.0,1.0,1617.0,134.0,432.0,149.0,0.0,715.0,2332.0,
1305,Wilson,Hall,0.0,373.0,1439.0,1028.0,2.0,2842.0,117.0,611.0,471.0,0.0,1199.0,4041.0,
1331,Big Hickory,Hall,0.0,280.0,1359.0,374.0,1.0,2014.0,120.0,576.0,193.0,0.0,889.0,2903.0,
1332,Friendship I,Hall,0.0,449.0,2912.0,1361.0,2.0,4724.0,167.0,1146.0,611.0,1.0,1925.0,6649.0,
1327,Gainesville III,Hall,0.0,464.0,902.0,374.0,2.0,1742.0,131.0,305.0,167.0,2.0,605.0,2347.0,
1325,Gainesville I,Hall,0.0,362.0,993.0,534.0,3.0,1892.0,108.0,364.0,225.0,2.0,699.0,2591.0,
1329,Gainesville V,Hall,0.0,153.0,355.0,150.0,0.0,658.0,43.0,120.0,72.0,0.0,235.0,893.0,
1330,Gillsville,Hall,0.0,230.0,266.0,67.0,1.0,564.0,110.0,128.0,44.0,0.0,282.0,846.0,
1328,Gainesville IV,Hall,0.0,219.0,674.0,318.0,0.0,1211.0,76.0,230.0,118.0,0.0,424.0,1635.0,
1691,Bremen,Haralson,6622.0,831.0,1855.0,526.0,0.0,3212.0,247.0,614.0,289.0,0.0,1150.0,4362.0,65.9
1692,Buchanan,Haralson,2365.0,297.0,589.0,171.0,1.0,1058.0,118.0,274.0,94.0,0.0,486.0,1544.0,65.3
1693,Buncombe,Haralson,1075.0,214.0,197.0,64.0,0.0,475.0,87.0,63.0,40.0,0.0,190.0,665.0,61.9
1695,Twentieth,Haralson,738.0,154.0,132.0,46.0,0.0,332.0,70.0,67.0,44.0,0.0,181.0,513.0,69.5
1696,Felton,Haralson,304.0,80.0,51.0,12.0,0.0,143.0,31.0,22.0,15.0,0.0,68.0,211.0,69.4
1697,Little Creek,Haralson,699.0,174.0,117.0,40.0,0.0,331.0,89.0,50.0,34.0,0.0,173.0,504.0,72.1
1698,Mt View,Haralson,330.0,102.0,51.0,14.0,0.0,167.0,38.0,19.0,15.0,0.0,72.0,239.0,72.4
1699,Seventh,Haralson,1932.0,291.0,440.0,131.0,1.0,863.0,109.0,174.0,72.0,1.0,356.0,1219.0,63.1
1700,Berea-Steadman,Haralson,665.0,162.0,119.0,35.0,0.0,316.0,54.0,47.0,18.0,0.0,119.0,435.0,65.4
1694,Corinth,Haralson,1682.0,298.0,387.0,107.0,0.0,792.0,95.0,153.0,58.0,0.0,306.0,1098.0,65.3
1702,Waco,Haralson,1183.0,243.0,216.0,71.0,0.0,530.0,94.0,97.0,34.0,0.0,225.0,755.0,63.8
1701,Tallapoosa,Haralson,3072.0,468.0,638.0,248.0,1.0,1355.0,155.0,264.0,124.0,0.0,543.0,1898.0,61.8
1222,Shoal Creek,Hart,1656.0,263.0,412.0,149.0,0.0,824.0,117.0,175.0,78.0,0.0,370.0,1194.0,72.1
1221,Bowersville,Hart,1395.0,255.0,327.0,77.0,0.0,659.0,89.0,136.0,28.0,0.0,253.0,912.0,65.4
1220,Reed Creek,Hart,2990.0,357.0,938.0,322.0,0.0,1617.0,143.0,345.0,127.0,1.0,616.0,2233.0,74.7
1219,Cokesbury,Hart,1162.0,167.0,272.0,109.0,0.0,548.0,50.0,113.0,55.0,0.0,218.0,766.0,65.9
1223,Bio,Hart,1374.0,188.0,371.0,105.0,0.0,664.0,74.0,174.0,57.0,0.0,305.0,969.0,70.5
1217,Hartwell,Hart,6451.0,466.0,2015.0,707.0,2.0,3190.0,175.0,704.0,292.0,0.0,1171.0,4361.0,67.6
1218,Goldmine,Hart,1901.0,296.0,489.0,175.0,1.0,961.0,100.0,193.0,61.0,0.0,354.0,1315.0,69.2
1038,Grove Park,Henry,4079.0,312.0,1177.0,380.0,2.0,1871.0,116.0,491.0,128.0,0.0,735.0,2606.0,63.9
1039,Lake Haven,Henry,4260.0,321.0,1328.0,442.0,2.0,2093.0,128.0,574.0,197.0,0.0,899.0,2992.0,70.2
1040,McDonough Central,Henry,4250.0,238.0,1333.0,522.0,0.0,2093.0,62.0,468.0,257.0,0.0,787.0,2880.0,67.8
1012,Mt Carmel,Henry,5335.0,299.0,1893.0,783.0,0.0,2975.0,92.0,575.0,229.0,1.0,897.0,3872.0,72.6
1037,Mt Bethel,Henry,3535.0,540.0,993.0,240.0,1.0,1774.0,213.0,411.0,126.0,0.0,750.0,2524.0,71.4
1005,Locust Grove,Henry,6978.0,435.0,2294.0,808.0,3.0,3540.0,129.0,689.0,293.0,0.0,1111.0,4651.0,66.7
1006,Tussahaw,Henry,3409.0,428.0,959.0,250.0,0.0,1637.0,164.0,466.0,137.0,0.0,767.0,2404.0,70.5
1007,Sandy Ridge,Henry,4875.0,513.0,1490.0,352.0,3.0,2358.0,213.0,706.0,179.0,2.0,1100.0,3458.0,70.9
1008,Westside,Henry,6971.0,528.0,1476.0,832.0,3.0,2839.0,130.0,443.0,209.0,3.0,785.0,3624.0,52.0
1009,Lowes,Henry,9878.0,644.0,2982.0,1314.0,5.0,4945.0,179.0,1001.0,435.0,2.0,1617.0,6562.0,66.4
1010,South Hampton,Henry,5476.0,352.0,1765.0,517.0,0.0,2634.0,128.0,694.0,223.0,2.0,1047.0,3681.0,67.2
1036,Dutchtown,Henry,2751.0,186.0,815.0,354.0,2.0,1357.0,72.0,322.0,185.0,0.0,579.0,1936.0,70.4
1011,North Hampton,Henry,7156.0,435.0,2251.0,809.0,2.0,3497.0,125.0,795.0,283.0,0.0,1203.0,4700.0,65.7
1013,Red Oak,Henry,5610.0,341.0,2008.0,750.0,1.0,3100.0,79.0,522.0,231.0,0.0,832.0,3932.0,70.1
1015,McDonough,Henry,2838.0,199.0,864.0,347.0,4.0,1414.0,63.0,274.0,155.0,0.0,492.0,1906.0,67.2
1026,Ellenwood,Henry,4275.0,193.0,1532.0,653.0,1.0,2379.0,32.0,469.0,213.0,0.0,714.0,3093.0,72.4
1025,Shakerag,Henry,4047.0,214.0,1420.0,518.0,2.0,2154.0,74.0,416.0,206.0,0.0,696.0,2850.0,70.4
1024,Swan Lake,Henry,3642.0,253.0,1064.0,367.0,1.0,1685.0,86.0,484.0,156.0,0.0,726.0,2411.0,66.2
1029,Pates Creek,Henry,5214.0,241.0,1513.0,765.0,3.0,2522.0,81.0,559.0,319.0,3.0,962.0,3484.0,66.8
1030,Oakland,Henry,4508.0,298.0,1436.0,551.0,2.0,2287.0,119.0,503.0,254.0,0.0,876.0,3163.0,70.2
1031,Lake Dow,Henry,5049.0,404.0,1580.0,594.0,2.0,2580.0,141.0,666.0,271.0,0.0,1078.0,3658.0,72.4
1032,Flippen,Henry,4430.0,220.0,1563.0,697.0,0.0,2480.0,66.0,442.0,289.0,1.0,798.0,3278.0,74.0
1033,Stockbridge Central,Henry,4416.0,278.0,1240.0,468.0,1.0,1987.0,66.0,412.0,169.0,1.0,648.0,2635.0,59.7
1014,Wesley Lakes,Henry,6144.0,404.0,2000.0,752.0,3.0,3159.0,116.0,569.0,242.0,2.0,929.0,4088.0,66.5
1034,Kelleytown,Henry,3452.0,311.0,1192.0,351.0,0.0,1854.0,133.0,521.0,150.0,0.0,804.0,2658.0,77.0
1023,Austin Road,Henry,3374.0,163.0,1225.0,378.0,2.0,1768.0,44.0,448.0,172.0,1.0,665.0,2433.0,72.1
1022,Pleasant Grove,Henry,4135.0,207.0,1410.0,488.0,4.0,2109.0,94.0,626.0,230.0,1.0,951.0,3060.0,74.0
1021,Cotton Indian,Henry,4785.0,284.0,1556.0,446.0,4.0,2290.0,87.0,578.0,204.0,0.0,869.0,3159.0,66.0
1020,Stagecoach,Henry,3546.0,235.0,1066.0,369.0,1.0,1671.0,66.0,397.0,153.0,0.0,616.0,2287.0,64.5
1019,Stockbridge East-West,Henry,6541.0,377.0,1930.0,945.0,5.0,3257.0,104.0,550.0,284.0,0.0,938.0,4195.0,64.1
1018,Hickory Flat,Henry,5122.0,332.0,1752.0,630.0,1.0,2715.0,101.0,607.0,297.0,0.0,1005.0,3720.0,72.6
1017,East Lake,Henry,3389.0,221.0,1125.0,357.0,0.0,1703.0,102.0,569.0,189.0,0.0,860.0,2563.0,75.6
1016,McMullen,Henry,3719.0,396.0,1132.0,329.0,0.0,1857.0,193.0,555.0,169.0,0.0,917.0,2774.0,74.6
1035,Lighthouse,Henry,3693.0,221.0,1157.0,418.0,0.0,1796.0,72.0,498.0,223.0,0.0,793.0,2589.0,70.1
1041,Timberridge,Henry,2096.0,210.0,682.0,230.0,2.0,1124.0,107.0,281.0,96.0,0.0,484.0,1608.0,76.7
1028,Shiloh,Henry,4077.0,337.0,1097.0,460.0,4.0,1898.0,77.0,384.0,135.0,1.0,597.0,2495.0,61.2
1027,Unity Grove,Henry,4850.0,342.0,1675.0,421.0,0.0,2438.0,147.0,684.0,211.0,2.0,1044.0,3482.0,71.8
898,Wrens,Jefferson,2870.0,404.0,565.0,255.0,2.0,1226.0,125.0,261.0,131.0,1.0,518.0,1744.0,60.8
897,Matthews,Jefferson,621.0,141.0,107.0,44.0,1.0,293.0,58.0,32.0,25.0,0.0,115.0,408.0,65.7
903,Avera,Jefferson,388.0,117.0,42.0,17.0,0.0,176.0,39.0,17.0,16.0,0.0,72.0,248.0,63.9
896,Stapleton Crossroads,Jefferson,441.0,73.0,92.0,42.0,1.0,208.0,23.0,37.0,23.0,1.0,84.0,292.0,66.2
901,Bartow,Jefferson,531.0,84.0,101.0,40.0,0.0,225.0,33.0,41.0,16.0,0.0,90.0,315.0,59.3
900,Wadley,Jefferson,1906.0,204.0,343.0,218.0,0.0,765.0,81.0,121.0,86.0,0.0,288.0,1053.0,55.2
902,Stapleton,Jefferson,678.0,146.0,90.0,47.0,0.0,283.0,60.0,41.0,20.0,0.0,121.0,404.0,59.6
899,Louisville,Jefferson,3899.0,268.0,1015.0,371.0,3.0,1657.0,95.0,463.0,174.0,2.0,734.0,2391.0,61.3
762,FBC-FLC,Laurens,4180.0,367.0,1137.0,538.0,1.0,2043.0,138.0,484.0,263.0,0.0,885.0,2928.0,70.0
763,Calhoun Park,Laurens,6053.0,524.0,989.0,705.0,0.0,2218.0,174.0,402.0,312.0,0.0,888.0,3106.0,51.3
765,Buckeye,Laurens,1047.0,194.0,156.0,132.0,1.0,483.0,83.0,60.0,46.0,0.0,189.0,672.0,64.2
766,Burch,Laurens,422.0,117.0,34.0,38.0,0.0,189.0,58.0,22.0,31.0,0.0,111.0,300.0,71.1
767,Cadwell,Laurens,749.0,217.0,87.0,45.0,1.0,350.0,106.0,56.0,20.0,0.0,182.0,532.0,71.0
768,Brewton,Laurens,1739.0,325.0,275.0,96.0,0.0,696.0,188.0,142.0,88.0,1.0,419.0,1115.0,64.1
764,Fire Dept Sta 5,Laurens,3672.0,431.0,1000.0,336.0,0.0,1767.0,188.0,499.0,210.0,0.0,897.0,2664.0,72.5
770,Hampton Mill,Laurens,1772.0,439.0,265.0,106.0,0.0,810.0,250.0,134.0,82.0,0.0,466.0,1276.0,72.0
771,Harvard,Laurens,406.0,95.0,53.0,35.0,0.0,183.0,52.0,19.0,18.0,0.0,89.0,272.0,67.0
772,Minter,Laurens,937.0,219.0,117.0,47.0,0.0,383.0,130.0,65.0,53.0,1.0,249.0,632.0,67.4
773,Rural Fire Sta 17,Laurens,2344.0,363.0,421.0,174.0,0.0,958.0,189.0,217.0,117.0,0.0,523.0,1481.0,63.2
774,W T Adams Fire Sta 18,Laurens,2090.0,282.0,532.0,201.0,1.0,1016.0,177.0,259.0,119.0,0.0,555.0,1571.0,75.2
775,Reedy Springs,Laurens,894.0,256.0,107.0,45.0,0.0,408.0,144.0,53.0,23.0,0.0,220.0,628.0,70.2
776,Smith,Laurens,3374.0,430.0,559.0,281.0,0.0,1270.0,199.0,245.0,131.0,0.0,575.0,1845.0,54.7
777,LCFS 10 Valambrosia,Laurens,2080.0,282.0,428.0,198.0,0.0,908.0,123.0,200.0,116.0,0.0,439.0,1347.0,64.8
769,Dudley,Laurens,1121.0,259.0,233.0,87.0,0.0,579.0,120.0,115.0,59.0,0.0,294.0,873.0,77.9
684,Chokee,Lee,475.0,72.0,74.0,41.0,0.0,187.0,42.0,44.0,45.0,0.0,131.0,318.0,66.9
685,Redbone,Lee,4841.0,545.0,1365.0,292.0,1.0,2203.0,265.0,685.0,162.0,2.0,1114.0,3317.0,68.5
686,Smithville,Lee,998.0,143.0,196.0,64.0,0.0,403.0,67.0,133.0,34.0,0.0,234.0,637.0,63.8
687,CJC,Lee,614.0,77.0,173.0,24.0,0.0,274.0,60.0,117.0,21.0,0.0,198.0,472.0,76.9
688,Leesburg,Lee,3313.0,371.0,968.0,164.0,1.0,1504.0,128.0,425.0,107.0,0.0,660.0,2164.0,65.3
690,First Baptist,Lee,3921.0,412.0,1268.0,327.0,1.0,2008.0,221.0,588.0,174.0,0.0,983.0,2991.0,76.3
