County,Registered Voters,Viola Davis (I) (Dem)_Election Day Votes,Viola Davis (I) (Dem)_Advanced Voting Votes,Viola Davis (I) (Dem)_Absentee by Mail Votes,Viola Davis (I) (Dem)_Provisional Votes,Viola Davis (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
DeKalb,67087.0,3964.0,13408.0,8397.0,101.0,25870.0,25870.0,38.6,25870.0
