County,Registered Voters,Blake Elsberry (Rep)_Election Day Votes,Blake Elsberry (Rep)_Advanced Voting Votes,Blake Elsberry (Rep)_Absentee by Mail Votes,Blake Elsberry (Rep)_Provisional Votes,Blake Elsberry (Rep)_Choice Total,Jimmy Holbrook (Dem)_Election Day Votes,Jimmy Holbrook (Dem)_Advanced Voting Votes,Jimmy Holbrook (Dem)_Absentee by Mail Votes,Jimmy Holbrook (Dem)_Provisional Votes,Jimmy Holbrook (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Chattooga,14143.0,1963.0,3706.0,873.0,5.0,6547.0,833.0,1510.0,811.0,2.0,3156.0,9703.0,68.6,6547.0,3156.0
