County,Registered Voters,Park Cannon (I) (Dem)_Election Day Votes,Park Cannon (I) (Dem)_Advanced Voting Votes,Park Cannon (I) (Dem)_Absentee by Mail Votes,Park Cannon (I) (Dem)_Provisional Votes,Park Cannon (I) (Dem)_Choice Total,Total,calc_participation
Fulton,52965.0,2918.0,16923.0,7994.0,186.0,28021.0,28021.0,52.9
