County,Registered Voters,Teri Anulewicz (I) (Dem)_Election Day Votes,Teri Anulewicz (I) (Dem)_Advanced Voting Votes,Teri Anulewicz (I) (Dem)_Absentee by Mail Votes,Teri Anulewicz (I) (Dem)_Provisional Votes,Teri Anulewicz (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Cobb,62063.0,3681.0,7968.0,5550.0,38.0,17237.0,17237.0,27.8,17237.0
