County,Registered Voters,Marvin Lim (Dem)_Election Day Votes,Marvin Lim (Dem)_Advanced Voting Votes,Marvin Lim (Dem)_Absentee by Mail Votes,Marvin Lim (Dem)_Provisional Votes,Marvin Lim (Dem)_Choice Total,Total,calc_participation
Gwinnett,22440.0,2339.0,4978.0,2614.0,12.0,9943.0,9943.0,44.3
