County,Registered Voters,Chuck Efstration (I) (Rep)_Election Day Votes,Chuck Efstration (I) (Rep)_Advanced Voting Votes,Chuck Efstration (I) (Rep)_Absentee by Mail Votes,Chuck Efstration (I) (Rep)_Provisional Votes,Chuck Efstration (I) (Rep)_Choice Total,Nakita Hemingway (Dem)_Election Day Votes,Nakita Hemingway (Dem)_Advanced Voting Votes,Nakita Hemingway (Dem)_Absentee by Mail Votes,Nakita Hemingway (Dem)_Provisional Votes,Nakita Hemingway (Dem)_Choice Total,Total,calc_participation
Gwinnett,57555.0,3212.0,10708.0,3401.0,5.0,17326.0,2217.0,9262.0,5057.0,11.0,16547.0,33873.0,58.9
