County,Registered Voters,Derek J. Mallow (Dem)_Election Day Votes,Derek J. Mallow (Dem)_Advanced Voting Votes,Derek J. Mallow (Dem)_Absentee by Mail Votes,Derek J. Mallow (Dem)_Provisional Votes,Derek J. Mallow (Dem)_Choice Total,Total,calc_participation,Dem_total
Chatham,34869.0,4917.0,6895.0,6245.0,42.0,18099.0,18099.0,51.9,18099.0
