County,Registered Voters,Yterenickia “YT” Bell_Election Day Votes,Yterenickia “YT” Bell_Advanced Voting Votes,Yterenickia “YT” Bell_Absentee by Mail Votes,Yterenickia “YT” Bell_Provisional Votes,Yterenickia “YT” Bell_Choice Total,Beverly H. Burks_Election Day Votes,Beverly H. Burks_Advanced Voting Votes,Beverly H. Burks_Absentee by Mail Votes,Beverly H. Burks_Provisional Votes,Beverly H. Burks_Choice Total,Total,calc_participation
DeKalb,6373.0,286.0,744.0,324.0,2.0,1356.0,363.0,893.0,538.0,10.0,1804.0,3160.0,49.6
