County,Registered Voters,Michael Floyd_Election Day Votes,Michael Floyd_Advanced Voting Votes,Michael Floyd_Absentee by Mail Votes,Michael Floyd_Provisional Votes,Michael Floyd_Choice Total,Helen Palacios_Election Day Votes,Helen Palacios_Advanced Voting Votes,Helen Palacios_Absentee by Mail Votes,Helen Palacios_Provisional Votes,Helen Palacios_Choice Total,Total,calc_participation
Lamar,3948.0,72.0,138.0,31.0,0.0,241.0,47.0,69.0,34.0,0.0,150.0,391.0,9.9
