County,Registered Voters,"Craig """"Buzzard"""" Sewell (I)_Election Day Votes","Craig """"Buzzard"""" Sewell (I)_Advanced Voting Votes","Craig """"Buzzard"""" Sewell (I)_Absentee by Mail Votes","Craig """"Buzzard"""" Sewell (I)_Provisional Votes","Craig """"Buzzard"""" Sewell (I)_Choice Total",Total,calc_participation
Jackson,28962.0,173.0,717.0,170.0,0.0,1060.0,1060.0,3.7
