County,Registered Voters,Wayne Trammell (I)_Election Day Votes,Wayne Trammell (I)_Advanced Voting Votes,Wayne Trammell (I)_Absentee by Mail Votes,Wayne Trammell (I)_Provisional Votes,Wayne Trammell (I)_Choice Total,Total,calc_participation
Jackson,28962.0,241.0,1110.0,313.0,0.0,1664.0,1664.0,5.7
