County,Registered Voters,Sharon Cooper (I) (Rep)_Election Day Votes,Sharon Cooper (I) (Rep)_Advanced Voting Votes,Sharon Cooper (I) (Rep)_Absentee by Mail Votes,Sharon Cooper (I) (Rep)_Provisional Votes,Sharon Cooper (I) (Rep)_Choice Total,Luisa Wakeman (Dem)_Election Day Votes,Luisa Wakeman (Dem)_Advanced Voting Votes,Luisa Wakeman (Dem)_Absentee by Mail Votes,Luisa Wakeman (Dem)_Provisional Votes,Luisa Wakeman (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Cobb,49513.0,3628.0,6352.0,5942.0,6.0,15928.0,1951.0,6108.0,7388.0,5.0,15452.0,31380.0,63.4,15928.0,15452.0
