County,Registered Voters,Michael Rhett (I) (Dem)_Election Day Votes,Michael Rhett (I) (Dem)_Advanced Voting Votes,Michael Rhett (I) (Dem)_Absentee by Mail Votes,Michael Rhett (I) (Dem)_Provisional Votes,Michael Rhett (I) (Dem)_Choice Total,Total,calc_participation
Cobb,148973.0,11938.0,29600.0,24583.0,86.0,66207.0,66207.0,44.4
