County,Registered Voters,Curt Deal (I) (Rep)_Election Day Votes,Curt Deal (I) (Rep)_Advanced Voting Votes,Curt Deal (I) (Rep)_Absentee by Mail Votes,Curt Deal (I) (Rep)_Provisional Votes,Curt Deal (I) (Rep)_Choice Total,Total,calc_participation
Bulloch,44738.0,6531.0,9637.0,3350.0,18.0,19536.0,19536.0,43.7
