County,Registered Voters,Dalia Racine (Dem)_Election Day Votes,Dalia Racine (Dem)_Advanced Voting Votes,Dalia Racine (Dem)_Absentee by Mail Votes,Dalia Racine (Dem)_Provisional Votes,Dalia Racine (Dem)_Choice Total,Total,calc_participation,Dem_total
Douglas,102540.0,8370.0,28284.0,15638.0,47.0,52339.0,52339.0,51.0,52339.0
