County,Registered Voters,Jimmy E. Guthrie (I)_Election Day Votes,Jimmy E. Guthrie (I)_Advanced Voting Votes,Jimmy E. Guthrie (I)_Absentee by Mail Votes,Jimmy E. Guthrie (I)_Provisional Votes,Jimmy E. Guthrie (I)_Choice Total,Total,calc_participation,Ind_total
Walton,2149.0,102.0,88.0,22.0,0.0,212.0,212.0,9.9,212.0
