County,Registered Voters,Janet Anderson (I) (Dem)_Election Day Votes,Janet Anderson (I) (Dem)_Advanced Voting Votes,Janet Anderson (I) (Dem)_Absentee by Mail Votes,Janet Anderson (I) (Dem)_Provisional Votes,Janet Anderson (I) (Dem)_Choice Total,Total,calc_participation
Baker,2258.0,315.0,523.0,299.0,2.0,1139.0,1139.0,50.4
