County,Registered Voters,Bert Reeves (I) (Rep)_Election Day Votes,Bert Reeves (I) (Rep)_Advanced Voting Votes,Bert Reeves (I) (Rep)_Absentee by Mail Votes,Bert Reeves (I) (Rep)_Provisional Votes,Bert Reeves (I) (Rep)_Choice Total,Priscilla G. Smith (Dem)_Election Day Votes,Priscilla G. Smith (Dem)_Advanced Voting Votes,Priscilla G. Smith (Dem)_Absentee by Mail Votes,Priscilla G. Smith (Dem)_Provisional Votes,Priscilla G. Smith (Dem)_Choice Total,Total,calc_participation
Cobb,55251.0,3744.0,7895.0,5240.0,9.0,16888.0,1971.0,5891.0,5322.0,15.0,13199.0,30087.0,54.5
