County,Registered Voters,Eric Dierks (Rep)_Election Day Votes,Eric Dierks (Rep)_Advanced Voting Votes,Eric Dierks (Rep)_Absentee by Mail Votes,Eric Dierks (Rep)_Provisional Votes,Eric Dierks (Rep)_Choice Total,Donna McLeod (I) (Dem)_Election Day Votes,Donna McLeod (I) (Dem)_Advanced Voting Votes,Donna McLeod (I) (Dem)_Absentee by Mail Votes,Donna McLeod (I) (Dem)_Provisional Votes,Donna McLeod (I) (Dem)_Choice Total,Total,calc_participation
Gwinnett,51355.0,2364.0,6923.0,2749.0,7.0,12043.0,2595.0,11304.0,5961.0,9.0,19869.0,31912.0,62.1
