County,Registered Voters,Michael McConnell (Rep)_Election Day Votes,Michael McConnell (Rep)_Advanced Voting Votes,Michael McConnell (Rep)_Absentee by Mail Votes,Michael McConnell (Rep)_Provisional Votes,Michael McConnell (Rep)_Choice Total,Shelly Hutchinson (I) (Dem)_Election Day Votes,Shelly Hutchinson (I) (Dem)_Advanced Voting Votes,Shelly Hutchinson (I) (Dem)_Absentee by Mail Votes,Shelly Hutchinson (I) (Dem)_Provisional Votes,Shelly Hutchinson (I) (Dem)_Choice Total,Total,calc_participation
Gwinnett,38818.0,2268.0,5398.0,2840.0,8.0,10514.0,2639.0,8547.0,5529.0,15.0,16730.0,27244.0,70.2
