County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,calc_participation
Hart,16929.0,2123.0,5376.0,2094.0,2.0,9595.0,653.0,1432.0,354.0,2.0,2441.0,12036.0,71.1
