County,Registered Voters,Lydia Burch (I) (Dem)_Election Day Votes,Lydia Burch (I) (Dem)_Advanced Voting Votes,Lydia Burch (I) (Dem)_Absentee by Mail Votes,Lydia Burch (I) (Dem)_Provisional Votes,Lydia Burch (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Baker,2258.0,341.0,558.0,304.0,2.0,1205.0,1205.0,53.4,1205.0
