County,Registered Voters,Brett Harrell (I) (Rep)_Election Day Votes,Brett Harrell (I) (Rep)_Advanced Voting Votes,Brett Harrell (I) (Rep)_Absentee by Mail Votes,Brett Harrell (I) (Rep)_Provisional Votes,Brett Harrell (I) (Rep)_Choice Total,Rebecca Mitchell (Dem)_Election Day Votes,Rebecca Mitchell (Dem)_Advanced Voting Votes,Rebecca Mitchell (Dem)_Absentee by Mail Votes,Rebecca Mitchell (Dem)_Provisional Votes,Rebecca Mitchell (Dem)_Choice Total,Total,calc_participation
Gwinnett,43577.0,2534.0,6337.0,3509.0,4.0,12384.0,2389.0,9510.0,5708.0,4.0,17611.0,29995.0,68.8
