County,Registered Voters,Tommy Benton (I) (Rep)_Election Day Votes,Tommy Benton (I) (Rep)_Advanced Voting Votes,Tommy Benton (I) (Rep)_Absentee by Mail Votes,Tommy Benton (I) (Rep)_Provisional Votes,Tommy Benton (I) (Rep)_Choice Total,Pete Fuller (Dem)_Election Day Votes,Pete Fuller (Dem)_Advanced Voting Votes,Pete Fuller (Dem)_Absentee by Mail Votes,Pete Fuller (Dem)_Provisional Votes,Pete Fuller (Dem)_Choice Total,Total,calc_participation
Jackson,51951.0,4369.0,18309.0,3949.0,5.0,26632.0,872.0,3384.0,2267.0,1.0,6524.0,33156.0,63.8
