County,Registered Voters,Ryan Woodard_Election Day Votes,Ryan Woodard_Advanced Voting Votes,Ryan Woodard_Absentee by Mail Votes,Ryan Woodard_Provisional Votes,Ryan Woodard_Choice Total,Total,calc_participation
Jackson,31240.0,742.0,3527.0,846.0,0.0,5115.0,5115.0,16.4
