County,Registered Voters,Lynn Hice Parker (I)_Election Day Votes,Lynn Hice Parker (I)_Advanced Voting Votes,Lynn Hice Parker (I)_Absentee by Mail Votes,Lynn Hice Parker (I)_Provisional Votes,Lynn Hice Parker (I)_Choice Total,Russ William Walters (I)_Election Day Votes,Russ William Walters (I)_Advanced Voting Votes,Russ William Walters (I)_Absentee by Mail Votes,Russ William Walters (I)_Provisional Votes,Russ William Walters (I)_Choice Total,Total,calc_participation,Ind_total,Ind_steal
Lamar,12839.0,1694.0,3741.0,1262.0,4.0,6701.0,1575.0,3336.0,1155.0,6.0,6072.0,12773.0,99.5,12773.0,6072.0
