County,Registered Voters,"Lauren W. McDonald, III (Rep)_Election Day Votes","Lauren W. McDonald, III (Rep)_Advanced Voting Votes","Lauren W. McDonald, III (Rep)_Absentee by Mail Votes","Lauren W. McDonald, III (Rep)_Provisional Votes","Lauren W. McDonald, III (Rep)_Choice Total",Jason Boskey (Dem)_Election Day Votes,Jason Boskey (Dem)_Advanced Voting Votes,Jason Boskey (Dem)_Absentee by Mail Votes,Jason Boskey (Dem)_Provisional Votes,Jason Boskey (Dem)_Choice Total,Total,calc_participation
Forsyth,79900.0,3781.0,20717.0,4669.0,11.0,29178.0,812.0,4960.0,2821.0,7.0,8600.0,37778.0,47.3
