County,Registered Voters,Mike Glanton (I) (Dem)_Election Day Votes,Mike Glanton (I) (Dem)_Advanced Voting Votes,Mike Glanton (I) (Dem)_Absentee by Mail Votes,Mike Glanton (I) (Dem)_Provisional Votes,Mike Glanton (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Clayton,44225.0,3867.0,11413.0,6397.0,58.0,21735.0,21735.0,49.1,21735.0
