County,Registered Voters,Lendgrin Maddox (I)_Election Day Votes,Lendgrin Maddox (I)_Advanced Voting Votes,Lendgrin Maddox (I)_Absentee by Mail Votes,Lendgrin Maddox (I)_Provisional Votes,Lendgrin Maddox (I)_Choice Total,Total,calc_participation
Jackson,31240.0,551.0,2096.0,559.0,0.0,3206.0,3206.0,10.3
