County,Registered Voters,Hubert B. Parker (I) (Rep)_Election Day Votes,Hubert B. Parker (I) (Rep)_Advanced Voting Votes,Hubert B. Parker (I) (Rep)_Absentee by Mail Votes,Hubert B. Parker (I) (Rep)_Provisional Votes,Hubert B. Parker (I) (Rep)_Choice Total,Total,Sherri L. Washington (I) (Dem)_Election Day Votes,Sherri L. Washington (I) (Dem)_Advanced Voting Votes,Sherri L. Washington (I) (Dem)_Absentee by Mail Votes,Sherri L. Washington (I) (Dem)_Provisional Votes,Sherri L. Washington (I) (Dem)_Choice Total,Mark H. Thomas (I) (Rep)_Election Day Votes,Mark H. Thomas (I) (Rep)_Advanced Voting Votes,Mark H. Thomas (I) (Rep)_Absentee by Mail Votes,Mark H. Thomas (I) (Rep)_Provisional Votes,Mark H. Thomas (I) (Rep)_Choice Total,Bobby Walker (I) (Rep)_Election Day Votes,Bobby Walker (I) (Rep)_Advanced Voting Votes,Bobby Walker (I) (Rep)_Absentee by Mail Votes,Bobby Walker (I) (Rep)_Provisional Votes,Bobby Walker (I) (Rep)_Choice Total,Keith Dunn (Rep)_Election Day Votes,Keith Dunn (Rep)_Advanced Voting Votes,Keith Dunn (Rep)_Absentee by Mail Votes,Keith Dunn (Rep)_Provisional Votes,Keith Dunn (Rep)_Choice Total,Will H. Nichols (I) (Rep)_Election Day Votes,Will H. Nichols (I) (Rep)_Advanced Voting Votes,Will H. Nichols (I) (Rep)_Absentee by Mail Votes,Will H. Nichols (I) (Rep)_Provisional Votes,Will H. Nichols (I) (Rep)_Choice Total,Mary P. Smith (Dem)_Election Day Votes,Mary P. Smith (Dem)_Advanced Voting Votes,Mary P. Smith (Dem)_Absentee by Mail Votes,Mary P. Smith (Dem)_Provisional Votes,Mary P. Smith (Dem)_Choice Total,Roy Lewis (I) (Rep)_Election Day Votes,Roy Lewis (I) (Rep)_Advanced Voting Votes,Roy Lewis (I) (Rep)_Absentee by Mail Votes,Roy Lewis (I) (Rep)_Provisional Votes,Roy Lewis (I) (Rep)_Choice Total,Terrence D. Fannin (Dem)_Election Day Votes,Terrence D. Fannin (Dem)_Advanced Voting Votes,Terrence D. Fannin (Dem)_Absentee by Mail Votes,Terrence D. Fannin (Dem)_Provisional Votes,Terrence D. Fannin (Dem)_Choice Total,Johnny Scearce (Rep)_Election Day Votes,Johnny Scearce (Rep)_Advanced Voting Votes,Johnny Scearce (Rep)_Absentee by Mail Votes,Johnny Scearce (Rep)_Provisional Votes,Johnny Scearce (Rep)_Choice Total,Dixie L. Carter (Dem)_Election Day Votes,Dixie L. Carter (Dem)_Advanced Voting Votes,Dixie L. Carter (Dem)_Absentee by Mail Votes,Dixie L. Carter (Dem)_Provisional Votes,Dixie L. Carter (Dem)_Choice Total,calc_participation
Echols,2156.0,0.0,0.0,0.0,0.0,0.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,917.0,135.0,0.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6
Fannin,20399.0,0.0,0.0,0.0,0.0,0.0,14438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4088.0,5715.0,2323.0,18.0,12144.0,376.0,931.0,984.0,3.0,2294.0,70.8
Gilmer,22264.0,4430.0,7282.0,2593.0,12.0,14317.0,14317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3
Oconee,30071.0,0.0,0.0,0.0,0.0,0.0,21356.0,0.0,0.0,0.0,0.0,0.0,3217.0,13923.0,4212.0,4.0,21356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
Paulding,55162.0,0.0,0.0,0.0,0.0,0.0,15310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745.0,9148.0,3399.0,18.0,15310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8
Peach,7301.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,2022.0,364.0,7.0,2725.0,140.0,845.0,413.0,2.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5
Rabun,13072.0,0.0,0.0,0.0,0.0,0.0,9279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,4631.0,1744.0,0.0,7581.0,174.0,777.0,747.0,0.0,1698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
Rockdale,65505.0,0.0,0.0,0.0,0.0,0.0,35974.0,4752.0,20972.0,10227.0,23.0,35974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9
