County,Registered Voters,Dexter L. Sharper (I) (Dem)_Election Day Votes,Dexter L. Sharper (I) (Dem)_Advanced Voting Votes,Dexter L. Sharper (I) (Dem)_Absentee by Mail Votes,Dexter L. Sharper (I) (Dem)_Provisional Votes,Dexter L. Sharper (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Lowndes,57820.0,2366.0,8424.0,3594.0,214.0,14598.0,14598.0,25.2,14598.0
