County,Registered Voters,Nathan Floyd_Election Day Votes,Nathan Floyd_Advanced Voting Votes,Nathan Floyd_Absentee by Mail Votes,Nathan Floyd_Provisional Votes,Nathan Floyd_Choice Total,Cheryl Honeycutt_Election Day Votes,Cheryl Honeycutt_Advanced Voting Votes,Cheryl Honeycutt_Absentee by Mail Votes,Cheryl Honeycutt_Provisional Votes,Cheryl Honeycutt_Choice Total,Lisa A. James_Election Day Votes,Lisa A. James_Advanced Voting Votes,Lisa A. James_Absentee by Mail Votes,Lisa A. James_Provisional Votes,Lisa A. James_Choice Total,Total,calc_participation
Camden,13415.0,625.0,1981.0,486.0,3.0,3095.0,310.0,950.0,463.0,0.0,1723.0,351.0,1224.0,686.0,1.0,2262.0,7080.0,52.8
