County,Registered Voters,Charles W. Oddo (I) (Rep)_Election Day Votes,Charles W. Oddo (I) (Rep)_Advanced Voting Votes,Charles W. Oddo (I) (Rep)_Absentee by Mail Votes,Charles W. Oddo (I) (Rep)_Provisional Votes,Charles W. Oddo (I) (Rep)_Choice Total,William Lightle (Dem)_Election Day Votes,William Lightle (Dem)_Advanced Voting Votes,William Lightle (Dem)_Absentee by Mail Votes,William Lightle (Dem)_Provisional Votes,William Lightle (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Fayette,92307.0,6645.0,25072.0,8221.0,61.0,39999.0,3074.0,16824.0,9672.0,49.0,29619.0,69618.0,75.4,39999.0,29619.0
