County,Registered Voters,Deborah Rhodes_Election Day Votes,Deborah Rhodes_Advanced Voting Votes,Deborah Rhodes_Absentee by Mail Votes,Deborah Rhodes_Provisional Votes,Deborah Rhodes_Choice Total,Bobby Weston Williford_Election Day Votes,Bobby Weston Williford_Advanced Voting Votes,Bobby Weston Williford_Absentee by Mail Votes,Bobby Weston Williford_Provisional Votes,Bobby Weston Williford_Choice Total,Total,calc_participation
Washington,2512.0,25.0,45.0,34.0,0.0,104.0,20.0,43.0,9.0,0.0,72.0,176.0,7.0
