County,Registered Voters,Don L. Parsons (I) (Rep)_Election Day Votes,Don L. Parsons (I) (Rep)_Advanced Voting Votes,Don L. Parsons (I) (Rep)_Absentee by Mail Votes,Don L. Parsons (I) (Rep)_Provisional Votes,Don L. Parsons (I) (Rep)_Choice Total,Connie DiCicco (Dem)_Election Day Votes,Connie DiCicco (Dem)_Advanced Voting Votes,Connie DiCicco (Dem)_Absentee by Mail Votes,Connie DiCicco (Dem)_Provisional Votes,Connie DiCicco (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Cobb,50574.0,4374.0,7172.0,5256.0,7.0,16809.0,2541.0,6202.0,6870.0,10.0,15623.0,32432.0,64.1,16809.0,15623.0
